idx,geo_id,name,centroid_lon,centroid_lat,area_m2,land_m2,water_m2,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_18_ACS_Total,T_18_ACS_White,T_18_ACS_Hispanic,T_18_ACS_Black,T_18_ACS_Asian,T_18_ACS_Native,T_18_ACS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_18_CVAP_Total,V_18_CVAP_White,V_18_CVAP_Hispanic,V_18_CVAP_Black,V_18_CVAP_Asian,V_18_CVAP_Native,V_18_CVAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_RemTwoOrMore,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CMPTR_Total,E_22_CMPTR_Dem,E_22_CMPTR_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,outer_perimeter_m,parent_state,parent_county,parent_tract,parent_group,parent_vtd
0,17063,Grundy County,-88.4010545,41.2924096,1115072278.0,1082940544.0,32131734.0,50102,44562,4098,815,501,276,25,50509,43702,4877,1064,583,213,23,50672,43722,5019,1146,662,211,26,52533,43472,5712,1295,769,1132,69,50798,43546,5178,1215,791,185,19,52624,44264,5751,1398,769,199,0,36433,33214,2367,413,299,197,19,37015,33240,2757,594,235,151,15,36995,33250,2728,585,209,161,20,39383,33682,3506,736,523,762,40,39383,33682,3506,579,365,40,10,83,1118,37189,33266,2815,618,200,144,13,38940,34180,3419,850,327,177,0,19,22324,11073,10699,20804,9454,11350,23237,8065,13454,22853,9475,11624,19308,7319,10184,19084,7312,11100,22831,8563,12984,26690,9626,16523,26299,9766,15005,22256,8224,13229,19370,7685,11266,19409,6966,11733,19291,7315,11541,19371,7316,11625,19119,6933,11679,19278,7930,10920,19079,6961,12118,0.0,17,,,,
1,17109,McDonough County,-90.6789543,40.4558082,1528352155.0,1526339603.0,2012552.0,32612,28979,867,1894,732,257,18,30875,27213,835,1835,816,199,61,30479,26782,844,1863,844,200,4,27238,23062,962,1912,720,591,47,30107,26341,860,1971,834,248,4,27370,23729,824,1735,767,197,11,27369,24482,692,1464,603,207,16,24990,22505,585,1422,343,136,0,24670,22185,598,1362,409,132,0,22289,19105,740,1377,592,450,31,22289,19105,740,1200,494,37,6,59,648,24557,22001,616,1390,450,132,0,22315,19935,537,1242,473,126,4,4,13202,6783,6055,12109,5932,6177,13092,5288,6795,12911,6254,5917,10156,4196,4798,10031,3809,5937,11637,4885,6190,12285,4992,7027,12148,5090,6674,10840,4252,6269,9390,3793,5434,9467,3269,5945,9369,3216,5911,9374,3137,5992,9338,3331,5768,9390,3658,5546,9313,3406,5906,0.0,17,,,,
2,17127,Massac County,-88.7056578,37.216119,627002944.0,614217978.0,12784966.0,15429,13860,290,1101,74,143,7,14430,12765,404,1099,108,66,0,14219,12547,419,1027,118,123,0,14169,12077,333,1212,98,341,17,14041,12282,426,946,117,124,109,14135,12189,454,1093,73,128,95,11911,10895,147,731,52,105,5,11210,10120,269,758,47,38,0,10925,9940,184,697,37,48,0,10953,9594,198,763,69,252,14,10953,9594,198,658,33,29,4,27,410,10849,9822,201,632,46,77,0,10980,9865,184,757,55,98,0,35,7242,2693,4371,6354,2081,4273,6683,1558,4846,6532,2461,3739,5352,1527,3363,5236,1317,3781,6184,1728,4253,6813,1725,4997,6710,1857,4712,5739,1413,4217,4862,1317,3474,4884,1047,3734,4837,1079,3662,4837,1099,3637,4821,1129,3598,4842,1315,3469,4839,1105,3734,45442.008847088,17,,,,
3,17073,Henry County,-90.1308378,41.3500209,2138524068.0,2131719192.0,6804876.0,50486,46493,2402,1103,285,314,22,49464,44823,2773,1440,374,244,0,49260,44549,2808,1267,382,234,7,49284,43094,3170,1636,397,805,50,49032,44176,2868,1347,392,251,10,49157,43510,3067,1447,420,505,29,38391,36125,1345,576,164,217,13,37840,35400,1350,659,151,219,0,37690,35255,1345,711,170,185,0,38047,34159,1950,934,236,589,28,38047,34159,1950,729,145,47,5,61,951,37760,35086,1560,753,197,160,0,38080,35145,1749,823,223,164,0,0,24963,13181,11263,23942,12379,11563,24643,8871,13985,24048,9488,13214,19323,6997,10794,19277,7119,11627,22906,8667,13258,25635,9797,15300,25276,10004,14555,22162,8151,13341,19661,7430,11833,19726,6949,12155,19461,6355,12549,19616,6469,12650,19535,6943,12087,19538,7299,11828,19541,6787,12741,0.0,17,,,,
4,17061,Greene County,-90.3876823,39.3554391,1414888807.0,1406464909.0,8423898.0,13886,13517,115,147,26,76,3,13218,12746,86,216,36,142,0,13132,12635,159,220,36,83,7,11985,11451,106,78,53,238,10,12988,12506,156,247,20,69,4,12015,11589,158,133,25,83,4,10688,10420,79,117,13,60,2,10395,10010,49,210,25,114,0,10360,9945,120,205,25,84,0,9311,8954,63,28,33,178,10,9311,8954,63,15,15,13,3,14,234,10223,9835,138,202,14,63,0,9410,9130,97,109,23,82,0,8,5910,2618,3053,5452,2010,3442,5585,1205,4145,5414,2023,3064,4366,1026,1844,4170,1127,2897,5123,1356,3475,6227,1349,4770,6053,1702,4169,5116,1161,3840,4523,1144,3297,4591,951,3550,4470,893,3458,4505,933,3466,4464,962,3397,4479,1157,3232,4465,974,3491,0.0,17,,,,
5,17157,Randolph County,-89.8212096,38.0565149,1546344318.0,1490194098.0,56150220.0,33476,28933,867,3404,137,185,21,32546,27666,996,3504,203,155,63,32296,27403,1014,3494,209,155,55,30163,25460,1031,2697,180,564,29,31973,27063,1032,3551,226,160,12,30413,26285,965,2765,237,208,18,26845,22988,699,2954,100,143,14,25965,22085,563,3092,76,101,0,25775,21910,570,3092,74,116,0,24201,20534,721,2205,141,422,22,24201,20534,721,2107,76,40,5,37,681,25492,21551,591,3106,92,120,0,23895,21015,420,2290,38,139,15,8,15350,7385,7530,14065,5756,8309,14194,3439,10023,13997,6119,7364,12165,4955,5939,11857,4152,7299,13534,4440,8572,14891,3592,11076,14671,4645,9741,12798,3456,9044,11363,3527,7611,11450,2999,8092,11247,2860,8112,11288,2905,8154,11228,3031,7962,11342,3515,7648,11403,2855,8543,77483.25797650598,17,,,,
6,17149,Pike County,-90.8890344,39.6251059,2198442254.0,2153190724.0,45251530.0,16429,15801,172,306,45,96,13,15753,15096,195,321,65,88,1,15672,15021,202,296,72,91,1,14739,13874,262,135,70,302,16,15571,14865,203,181,68,83,108,14776,14114,223,138,65,80,90,12717,12227,112,267,32,72,8,12179,11729,137,209,45,59,0,12075,11660,152,177,48,64,0,11391,10796,158,84,51,224,14,11391,10796,158,51,36,26,6,15,303,12063,11563,142,128,46,65,95,11365,10955,129,110,32,83,80,0,7736,3024,4457,7139,2264,4875,7530,1413,5754,7373,2654,4377,6547,1232,2633,6266,1340,4688,7002,1562,4938,7949,1484,6332,7815,1837,5785,6724,1279,5319,6029,1308,4611,5948,975,4968,5985,1027,4790,5890,1040,4847,5959,1159,4662,5999,1345,4526,5987,1086,4901,58796.461304972516,17,,,,
7,17203,Woodford County,-89.2105871,40.789787,1405299184.0,1366337053.0,38962131.0,38664,37294,527,333,299,214,17,38817,37095,695,479,385,190,0,38700,36957,707,509,409,183,0,38467,35844,740,598,399,685,32,38503,36737,721,557,378,182,0,38414,36357,740,600,428,173,0,28674,27948,270,129,168,153,13,29200,28260,420,146,253,106,0,29200,28195,421,234,230,126,0,28999,27416,409,298,256,483,26,28999,27416,409,177,173,34,10,61,719,29031,27941,442,230,213,150,0,29020,27915,470,279,249,147,0,0,19611,6999,12191,18487,5511,12976,19864,5092,13207,19606,5083,13291,16100,4097,10457,16220,4098,11695,18957,5104,12933,21432,6160,14799,21137,6276,14174,18678,5048,13044,16886,4752,11808,16994,4341,12260,16799,4037,12367,16905,3740,12849,16800,4404,12060,16840,4505,12029,16889,3835,13054,0.0,17,,,,
8,17145,Perry County,-89.3685249,38.0843809,1157786319.0,1144587283.0,13199036.0,22350,19463,599,2065,118,136,24,21384,18359,657,2124,148,103,2,21250,18230,662,2132,154,100,1,20945,17779,714,1904,172,373,28,21092,18099,666,2082,145,102,1,20996,18066,668,1985,156,102,1,17717,15310,487,1754,82,101,13,17185,14690,475,1863,85,104,0,17085,14555,457,1884,110,105,0,16873,14254,541,1653,126,263,15,16873,14254,541,1545,99,31,0,26,377,16904,14437,446,1827,108,102,0,16785,14475,437,1714,95,105,0,8,10066,4701,5086,9293,3783,5510,9853,2462,6855,9654,4279,4925,8474,3077,4309,8371,2457,4898,9267,2987,5780,10053,2612,7313,9901,3268,6417,8798,2410,6193,7770,2433,5205,7834,1828,5804,7712,1968,5577,7752,1980,5612,7699,2014,5507,7758,2636,5014,7820,1830,5988,0.0,17,,,,
9,17087,Johnson County,-88.8821305,37.4607092,903088041.0,890269489.0,12818552.0,12582,11056,376,1027,44,103,3,12602,10647,403,1494,59,23,0,12494,10618,395,1423,60,22,0,13308,10895,552,1515,46,235,10,12391,10597,382,1315,58,57,1,13313,10849,537,1664,82,104,24,10141,8769,288,993,33,78,3,10135,8420,196,1469,34,20,0,10090,8410,234,1389,30,16,0,10998,8783,501,1447,31,192,8,10998,8783,501,1406,18,20,4,1,265,10017,8406,236,1275,36,51,0,10505,8885,354,1155,50,75,0,0,5947,1871,3912,5499,1546,3953,6089,1142,4649,5942,2056,3572,5187,1427,3013,5082,1165,3769,5788,1409,4120,6437,1281,5059,6333,1559,4626,5488,1093,4276,4813,1052,3690,4841,868,3878,4788,844,3847,4819,867,3866,4768,879,3803,4799,1129,3598,4825,815,4010,0.0,17,,,,
10,17173,Shelby County,-88.7988615,39.3849258,1989278781.0,1964532710.0,24746071.0,22363,21922,180,84,70,110,8,21832,21249,226,235,29,99,0,21737,21133,229,166,102,100,27,20990,20116,213,155,142,273,16,21623,20992,241,167,116,106,20,21042,20307,261,148,179,118,75,17311,17036,102,35,52,88,6,17125,16770,164,140,14,72,0,17040,16700,154,81,29,61,0,16515,15936,128,84,73,201,9,16515,15936,128,45,55,23,0,33,295,16890,16623,147,73,25,42,0,16415,16085,147,58,28,87,0,19,11044,4245,6396,10132,3299,6833,11010,2288,8229,10864,2733,7418,9146,1975,5694,9158,1970,6925,10521,2334,7725,12096,2504,9426,11945,2921,8698,10510,2264,8016,9677,2304,7177,9784,1890,7654,9684,2055,7427,9718,2182,7360,9645,2374,7102,9682,2635,6903,9688,2061,7627,0.0,17,,,,
11,17051,Fayette County,-89.0179232,39.0011246,1878498456.0,1855583353.0,22915103.0,22140,20585,304,1039,102,131,6,21724,20008,408,1077,129,114,0,21564,19867,403,1027,121,118,28,21488,19425,657,898,141,362,21,21418,19723,384,1004,121,120,38,21464,19176,492,863,159,679,101,17164,15820,238,970,62,90,4,17145,15620,260,1071,78,117,0,17020,15565,215,1027,78,109,15,17041,15285,551,801,88,295,14,17041,15285,551,754,47,79,1,23,301,16900,15518,229,915,48,125,21,16970,15165,325,734,89,559,60,55,9818,3967,5499,8765,2810,5955,9585,1819,7372,9393,3201,5751,7815,1951,4407,7730,1785,5720,8887,2034,6483,10053,1826,8055,9930,2113,7589,8811,1635,6996,8012,1678,6190,8071,1290,6627,8000,1344,6447,8001,1351,6479,7937,1438,6338,7988,1725,6103,7988,1417,6571,0.0,17,,,,
12,17201,Winnebago County,-89.1612053,42.3373957,1344666549.0,1328792556.0,15873993.0,295266,214196,32177,40317,8289,2734,272,286174,199283,35640,41939,9473,2657,355,284821,196574,36371,42805,9433,2469,338,285350,183235,40952,45908,10270,6791,312,283635,193136,37130,44266,9506,2346,249,284591,188165,40052,45503,9868,3465,177,221686,171436,18835,25118,5543,1822,178,207450,161504,14779,25370,4391,1292,18,206690,159564,15535,25713,4466,1173,23,220036,152369,26304,29475,7245,4893,204,220036,152369,26304,26436,6116,446,55,704,7606,205162,157390,16366,25731,4301,1165,10,205979,154584,18341,26889,4713,1161,44,314,126541,70034,53886,116848,61739,55109,120055,55713,55624,118298,52730,57643,95017,43440,41156,94858,43285,48969,113377,53358,54110,127709,64056,60861,126388,61182,60473,105928,50949,51422,88060,43384,42972,88155,41987,43492,87735,39682,45685,87719,39432,45932,87482,40264,44959,87876,42382,43313,87565,41583,45964,37870.92205424005,17,,,,
13,17141,Ogle County,-89.3201764,42.041884,1977282660.0,1964903701.0,12378959.0,53498,47426,4741,748,373,286,38,51329,44682,5108,1017,401,326,43,51022,44280,5166,949,401,378,44,51788,43120,5797,1102,503,1279,44,50793,43613,5258,965,399,350,55,51672,43699,5645,1103,443,555,164,40254,36764,2770,315,226,208,21,38296,35396,2082,467,138,210,4,38145,35165,2086,477,201,196,4,39983,34495,3654,576,302,907,29,39983,34495,3654,366,191,62,0,70,1145,38376,35014,2449,472,221,189,0,39180,35380,2850,446,225,191,0,129,25049,11253,13144,22936,9481,13455,24193,8050,14352,23932,7645,14768,19010,6384,10198,19079,6391,12147,22878,7822,13878,26272,9428,16248,26054,9492,15520,22265,7660,13866,19415,6920,12105,19547,6518,12400,19442,5999,12908,19428,5853,12998,19454,5612,13391,19420,6652,12288,19242,6156,13086,0.0,17,,,,
14,17139,Moultrie County,-88.6257259,39.6368956,892238641.0,870127369.0,22111272.0,14846,14524,129,77,44,66,1,14703,14243,197,167,45,65,0,14641,14144,212,175,47,78,0,14526,13747,194,169,86,253,11,14557,14045,219,187,39,75,0,14531,13920,248,233,30,62,0,11145,10969,70,29,29,49,1,10870,10660,55,77,34,57,0,10875,10590,58,123,39,63,0,10942,10428,128,76,46,187,1,10942,10428,128,55,39,26,0,21,245,10800,10542,94,103,22,65,0,10795,10490,90,148,10,69,0,0,6316,2662,3466,5945,2143,3802,6283,1481,4455,6200,1574,4264,5090,1181,3271,5081,1166,3779,5939,1447,4225,6744,1662,4964,6676,1816,4650,5827,1458,4204,5265,1448,3694,5312,1250,3919,5252,1285,3837,5265,1356,3816,5264,1569,3596,5259,1596,3569,5237,1346,3891,0.0,17,,,,
15,17017,Cass County,-90.2457045,39.9692024,993768132.0,973198204.0,20569928.0,13642,10830,2291,478,66,75,5,12665,9622,2374,631,94,38,48,12493,9430,2362,679,98,45,1,13042,9061,2789,871,152,319,48,12324,9230,2368,618,33,57,72,12955,9495,2636,573,130,155,105,10241,8521,1383,303,42,54,4,8695,7745,624,246,55,16,4,8565,7605,659,215,49,16,4,9826,7302,1742,497,116,245,36,9826,7302,1742,431,95,27,25,10,194,8341,7427,687,140,20,26,4,8850,7665,960,140,37,49,4,4,5495,2690,2615,4748,2038,2710,5124,1621,3216,5024,1799,2917,4509,1483,2191,4403,1457,2792,4823,1608,2983,5317,1615,3625,5231,1862,3260,4515,1397,3011,3935,1260,2581,3995,1098,2782,3945,1107,2746,3951,1123,2740,3925,1227,2626,3951,1433,2461,3929,1140,2789,0.0,17,,,,
16,17167,Sangamon County,-89.662435,39.7568863,2271450725.0,2248773852.0,22676873.0,197365,162887,3480,26157,3964,1389,153,197661,159026,4449,28360,5016,1664,159,196861,158154,4532,28533,5169,1682,303,196343,150467,5309,30631,5531,3884,240,195963,156480,4622,28556,5296,1543,510,196122,154515,4924,29699,5550,1451,413,150549,128917,2205,15903,2806,1013,101,150150,127555,2422,17270,1880,792,65,149775,126884,2436,17328,2037,751,55,153188,122635,3462,19602,3980,2889,143,153188,122635,3462,17634,3384,285,41,441,5306,149737,126177,2577,17561,2077,702,186,150625,125695,2962,18480,2494,776,75,406,100135,51300,46945,92191,42015,50176,98373,40907,49944,97320,39928,51849,85660,36538,39099,85836,35043,48545,95665,41598,49195,104751,48917,53485,104321,48733,52333,90598,41776,45734,79665,38056,39389,79483,38161,39166,79078,36306,40817,79470,35900,42026,79214,39140,38456,79537,42333,35898,78832,37034,41798,0.0,17,,,,
17,17179,Tazewell County,-89.5162598,40.5080743,1704154727.0,1674347384.0,29807343.0,135394,128625,2514,1972,1381,943,101,133852,125950,3019,2559,1736,840,71,133195,125134,3116,2555,1754,801,90,131343,119882,3161,2934,1772,2757,158,132524,124138,3201,2579,1838,781,156,131276,121908,3385,2692,1852,813,211,103558,99252,1599,1179,845,709,55,102035,97810,1521,1472,603,566,14,101625,97405,1637,1470,508,566,18,101570,94065,1936,1616,1140,2097,105,101570,94065,1936,1184,816,236,31,207,3095,101360,97002,1639,1494,532,528,56,100935,96085,1985,1475,642,520,145,107,63988,29362,33235,59722,24391,35331,64400,20685,38707,64145,21215,38386,51431,17859,27986,51439,17139,32667,61342,21116,36791,69051,24819,42513,68437,25380,40429,58993,20571,36310,51261,19021,31135,51475,17424,32484,51049,16519,32949,51259,15722,34135,50980,17656,31805,51020,18182,31599,51232,15735,35497,0.0,17,,,,
18,17099,LaSalle County,-88.8859312,41.3433407,2973768834.0,2940059894.0,33708940.0,113916,100537,9135,2789,1035,730,54,110401,94724,10473,3591,1233,601,65,109737,93764,10658,3645,1278,588,64,109658,90445,11456,3797,1317,2329,63,108998,92632,10751,3592,1322,585,88,109495,91651,11465,3683,1466,676,71,87700,79312,5461,1850,704,495,39,84480,75895,5142,2486,530,366,19,84070,75320,5256,2510,549,404,20,86518,73720,7277,2528,899,1705,43,86518,73720,7277,2032,684,125,5,196,2479,83660,74746,5398,2500,499,407,16,84345,74780,6076,2483,555,415,19,62,50502,27442,21871,46275,23015,23260,49743,19543,26689,48634,22073,23471,39601,17397,19034,39924,17600,21043,47206,20287,24609,53590,22442,30113,52850,22851,27437,45451,19329,24647,39578,18076,20804,39662,16558,21781,39386,17064,21473,39438,16817,21788,39248,16437,21966,39468,18685,20097,39399,17246,22153,0.0,17,,,,
19,17183,Vermilion County,-87.7267779,40.1867542,2334166094.0,2326634937.0,7531157.0,81625,65590,3441,11626,742,628,59,78407,61549,3877,11786,892,505,76,77563,60675,3905,11805,912,505,68,74188,56186,3816,12049,796,1442,31,76704,59737,3956,11818,897,438,43,74113,57360,4035,11493,901,456,45,61697,51647,1988,7252,551,421,29,58840,48795,1821,7465,412,312,14,58225,48170,1821,7478,457,265,14,57211,45451,2393,7579,613,1086,24,57211,45451,2393,6997,497,116,10,145,1602,57900,47552,1997,7495,504,271,9,56275,45885,2203,7307,604,256,10,19,33229,16243,16053,29728,12839,16889,30782,10039,19087,30436,10511,18076,22977,7573,12402,23229,7119,15456,28157,9410,17412,31584,10323,20725,31325,11375,18751,26199,8602,16883,21975,7445,14135,22068,6738,14674,21971,6703,14776,22000,6884,14652,22043,8878,12785,22011,7978,13646,21912,6624,15288,67730.33834962858,17,,,,
20,17007,Boone County,-88.8242951,42.3189831,730475244.0,727114618.0,3360626.0,54165,40757,10967,1410,940,645,65,53606,39370,11459,1640,898,760,109,53533,39078,11673,1594,891,784,47,53448,36689,12880,1812,989,1431,67,53293,38646,11825,1765,884,522,75,53459,37709,12563,1985,878,805,0,38481,30761,6286,740,575,394,36,36820,30540,4645,918,495,165,0,36685,30380,4690,939,475,149,0,40102,29333,8182,1056,664,1002,45,40102,29333,8182,809,496,61,9,119,1093,37324,30397,5173,964,502,183,0,37730,30285,5554,1052,608,227,0,30,22225,11333,10403,20989,9895,11094,23001,8986,12282,22606,8509,12520,17861,6970,8792,17926,6946,10445,21742,8646,11906,24979,10542,13883,24662,10090,13579,20831,8280,11798,17532,7022,10157,17678,6803,10246,17529,6266,10749,17527,6258,10744,17465,6423,10545,17518,6819,10252,17378,6475,10903,19132.248917294604,17,,,,
21,17137,Morgan County,-90.2050054,39.7176678,1482649357.0,1473567808.0,9081549.0,35547,31937,712,2521,237,186,27,34426,30467,816,2800,318,170,20,34247,30195,849,2828,321,162,10,32915,28489,838,2560,362,534,41,34012,29872,878,2851,336,170,10,32882,28895,887,2628,382,174,4,27960,25482,481,1727,160,143,15,27555,24850,592,1868,132,129,0,27445,24650,621,1908,137,133,0,26419,23243,617,1783,254,419,30,26419,23243,617,1527,197,47,13,42,733,27177,24417,543,1892,138,143,0,26475,23725,585,1822,223,140,0,27,15452,7467,7592,13681,5735,7946,14800,4696,9076,14647,4733,9112,11698,3207,5382,11566,3539,7663,13704,4443,8389,15309,5076,9950,15155,5548,9213,12926,4258,8297,11027,3656,7120,11042,3459,7314,10993,3432,7320,11038,3388,7422,10978,3631,7126,11034,4096,6759,10975,3474,7501,0.0,17,,,,
22,17123,Marshall County,-89.3423714,41.0311192,1032207574.0,1001843226.0,30364348.0,12648,12136,314,71,72,61,7,11794,11177,360,59,75,50,113,11679,11040,352,58,186,20,110,11742,10858,323,155,85,261,21,11562,10885,349,125,83,67,68,11740,10905,359,187,56,68,7,9904,9625,160,31,44,46,5,9370,8990,223,50,42,39,20,9220,8865,211,35,44,16,0,9305,8717,201,87,71,189,12,9305,8717,201,56,42,9,0,15,265,9163,8810,184,41,26,54,0,9225,8895,181,28,58,57,0,4,6439,3082,3146,5710,2431,3279,5984,1789,3785,5898,1921,3588,4667,1428,2763,4693,1361,3230,5587,1736,3585,6334,2005,4197,6189,2027,3957,5363,1689,3521,4738,1641,2997,4749,1463,3166,4701,1344,3232,4715,1273,3328,4698,1459,3130,4707,1521,3085,4706,1269,3437,0.0,17,,,,
23,17079,Jasper County,-88.1507245,39.0048857,1290378160.0,1281043651.0,9334509.0,9698,9517,79,27,34,42,5,9598,9326,24,105,4,106,1,9594,9303,34,48,9,195,1,9287,8934,84,55,27,147,8,9547,9277,60,40,53,105,1,9295,8958,170,32,34,100,3,7494,7385,45,8,26,29,4,7290,7125,26,94,4,54,0,7315,7155,38,28,4,109,0,7209,6963,55,28,20,107,4,7209,6963,55,12,15,16,1,11,136,7303,7100,59,35,36,69,0,7150,6930,107,20,24,88,4,0,5188,2063,2964,4910,1434,3476,5136,924,3975,4949,1420,3312,4392,1170,2828,4268,984,3184,4905,1078,3672,5576,1007,4494,5448,1180,4157,4918,857,3977,4575,860,3645,4661,645,3943,4579,703,3790,4601,710,3805,4547,764,3713,4562,865,3629,4571,758,3813,0.0,17,,,,
24,17013,Calhoun County,-90.6662948,39.1642619,734466586.0,657415184.0,77051402.0,5089,5001,40,10,14,22,0,4858,4711,57,23,41,32,0,4830,4684,61,21,43,27,0,4437,4217,64,23,25,110,7,4782,4601,61,54,52,17,0,4472,4251,36,69,1,53,0,3976,3926,17,4,10,16,0,3820,3725,12,19,40,38,0,3810,3720,16,19,40,33,0,3535,3385,32,12,21,76,7,3535,3385,32,7,7,4,0,6,94,3800,3650,15,54,50,15,0,3570,3475,32,32,0,51,0,0,2726,1423,1221,2522,1085,1437,2571,739,1721,2477,1272,1131,2282,795,898,2122,747,1310,2455,849,1469,2772,677,2046,2692,930,1697,2483,702,1715,2331,789,1485,2406,588,1749,2259,556,1611,2297,613,1627,2270,633,1569,2290,753,1482,2299,627,1672,91276.28534942126,17,,,,
25,17121,Marion County,-88.9203624,38.6482361,1492099734.0,1482865616.0,9234118.0,39438,36457,542,1955,278,255,31,38084,34772,748,2033,286,228,17,37750,34418,765,2116,307,203,18,37729,33150,712,2181,475,925,42,37524,34013,795,2145,295,207,23,37543,33856,841,2127,332,197,33,30200,28399,321,1114,188,192,20,29115,27165,342,1163,222,163,0,28875,26845,441,1179,206,161,0,29147,26148,426,1243,379,715,36,29147,26148,426,1029,311,72,1,62,1098,28683,26712,423,1179,235,160,0,28490,26520,347,1256,191,173,4,18,17553,8345,8691,15387,6183,9204,17074,4369,11859,16723,6827,9162,12603,4194,7358,12525,3867,8343,15377,4692,10163,17458,4524,12678,17254,5122,11718,14901,3768,10797,12926,3407,9272,13011,2859,9860,12918,2834,9807,12902,2889,9727,12878,2971,9648,12922,3425,9263,12885,2946,9939,0.0,17,,,,
26,17187,Warren County,-90.6202228,40.8504412,1406440926.0,1404768301.0,1672625.0,17707,15582,1490,433,116,115,18,17338,14455,1631,637,453,233,0,17146,14268,1640,641,429,95,0,16835,13494,1789,844,416,248,50,16981,14097,1657,859,218,207,0,16760,13720,1733,800,254,261,77,13788,12505,883,242,93,75,11,12820,11685,655,328,80,52,0,12745,11525,668,324,175,50,0,13253,11051,1139,560,272,187,46,13253,11051,1139,455,208,26,15,34,325,12812,11416,751,441,117,67,0,12580,11115,842,420,119,85,25,4,8139,4286,3637,7665,4041,3624,7807,2987,4275,7726,3025,4184,6069,2268,3261,6031,2254,3632,7134,2741,4100,7909,3090,4676,7797,3049,4552,6756,2507,4071,5861,2198,3545,5942,2024,3764,5871,1879,3840,5880,1878,3869,5873,2025,3714,5879,2130,3638,5861,2103,3758,0.0,17,,,,
