idx,geo_id,name,centroid_lon,centroid_lat,area_m2,land_m2,water_m2,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_18_ACS_Total,T_18_ACS_White,T_18_ACS_Hispanic,T_18_ACS_Black,T_18_ACS_Asian,T_18_ACS_Native,T_18_ACS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_18_CVAP_Total,V_18_CVAP_White,V_18_CVAP_Hispanic,V_18_CVAP_Black,V_18_CVAP_Asian,V_18_CVAP_Native,V_18_CVAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_RemTwoOrMore,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_18_GOV_Total,E_18_GOV_Dem,E_18_GOV_Rep,E_18_AG_Total,E_18_AG_Dem,E_18_AG_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_SEN_Total,E_20_SEN_Dem,E_20_SEN_Rep,E_16-22_COMP_Total,E_16-22_COMP_Dem,E_16-22_COMP_Rep,E_22_SEN_Total,E_22_SEN_Dem,E_22_SEN_Rep,E_22_GOV_Total,E_22_GOV_Dem,E_22_GOV_Rep,E_22_AG_Total,E_22_AG_Dem,E_22_AG_Rep,E_22_SOS_Total,E_22_SOS_Dem,E_22_SOS_Rep,E_22_TREAS_Total,E_22_TREAS_Dem,E_22_TREAS_Rep,E_22_CMPTR_Total,E_22_CMPTR_Dem,E_22_CMPTR_Rep,E_22_CONG_Total,E_22_CONG_Dem,E_22_CONG_Rep,outer_perimeter_m,parent_state,parent_county,parent_tract,parent_group,parent_vtd
53,17113,McLean County,-88.8445391,40.4945594,3072402143.0,3064597287.0,7804856.0,169572,138835,7434,14531,8232,1150,143,173219,137682,8340,16081,10767,934,123,172578,137144,8495,16114,10640,966,147,170954,129440,10524,18423,9589,3098,209,172164,136202,8690,16391,10407,1000,83,171284,134088,9103,16887,9987,954,147,131160,111096,4667,9127,5766,776,99,128625,110160,4265,9794,3746,521,0,128880,109635,4527,10224,3814,516,15,134128,105158,7086,12498,6926,2242,166,134128,105158,7086,10856,6071,189,34,422,4312,128990,109672,4653,10524,3478,475,17,128835,108650,4918,10934,3671,461,24,221,75975,37689,36767,71660,31809,39851,80985,36196,37237,80261,33204,41579,67276,29364,32501,67372,29570,35879,78058,35553,38137,87000,43933,40502,86511,41549,41007,74422,35855,35617,64861,32188,31353,64944,31930,31125,64468,29832,32988,64952,24064,39337,64402,30464,32148,64482,31275,31705,64532,29595,34849,0.0,17,,,,
54,17005,Bond County,-89.4365916,38.885924,991527725.0,985065096.0,6462629.0,17768,15797,547,1212,100,157,18,16712,14705,578,1146,216,96,0,16588,14563,584,1289,59,108,0,16725,14264,604,1250,168,330,33,16520,14471,593,1165,57,280,0,16750,14503,637,1285,102,271,17,14118,12448,452,1048,74,136,13,13280,11775,345,957,129,67,0,13215,11670,358,1034,48,102,0,13675,11613,500,1068,128,245,29,13675,11613,500,1011,88,47,11,69,336,13277,11617,406,896,44,257,0,13545,11840,429,981,78,229,0,4,8007,3843,3947,7115,3010,4105,7530,2068,4888,7451,3203,3841,6561,2370,3388,6373,2123,3992,7269,2441,4463,8144,2288,5625,8054,2714,5061,7078,2074,4760,6403,2061,4193,6500,1687,4611,6443,1792,4357,6404,1714,4472,6382,1770,4408,6403,2008,4219,6362,1788,4574,0.0,17,,,,
55,17009,Brown County,-90.7503095,39.9620694,795972972.0,791828626.0,4144346.0,6938,5192,402,1295,20,33,3,6676,4934,286,1373,37,68,0,6628,4895,440,1291,0,28,0,6244,4764,282,1078,37,97,22,6599,4874,441,1255,0,51,0,6334,4775,439,1084,3,45,0,5824,4131,384,1278,12,25,3,5511,3926,170,1344,30,53,0,5400,3895,239,1255,0,12,0,5156,3782,265,1055,11,63,12,5156,3782,265,1024,4,0,0,1,80,5368,3861,296,1195,0,13,0,5190,3795,324,1039,4,28,0,0,2603,985,1541,2274,767,1507,2379,476,1796,2273,794,1380,1882,402,972,1863,396,1410,2172,504,1550,2521,486,1931,2487,635,1787,2136,412,1672,1911,394,1475,1930,305,1595,1903,318,1555,1913,309,1569,1888,354,1509,1907,432,1455,1911,343,1568,0.0,17,,,,
56,17083,Jersey County,-90.361385,39.0801945,977749190.0,957415216.0,20333974.0,22985,22281,222,174,138,183,22,22069,21162,302,441,86,141,0,21937,20979,309,346,228,149,0,21512,20105,327,278,157,478,23,21776,20787,319,316,190,184,0,21462,20451,319,276,221,149,38,17746,17321,123,83,84,138,13,17260,16705,195,220,53,83,0,17245,16650,185,109,204,82,0,17098,16108,219,164,103,365,15,17098,16108,219,118,58,21,3,20,551,17270,16573,265,101,161,116,0,17125,16390,212,181,178,133,39,0,10644,5042,5329,9685,3654,6031,10991,2679,7748,10649,4233,5840,8607,2569,4200,8502,2397,5806,10300,3040,6686,11937,2961,8712,11644,3478,7850,10352,2648,7403,9267,2646,6398,9412,2172,6966,9123,2087,6739,9214,2158,6795,9138,2206,6686,9185,2524,6445,9228,2258,6970,16390.41265472996,17,,,,
57,17147,Piatt County,-88.5923546,40.0090327,1138246211.0,1137492089.0,754122.0,16729,16276,167,105,92,85,15,16427,15826,213,144,110,194,1,16401,15779,222,145,111,199,0,16673,15600,247,219,154,348,24,16412,15746,231,250,119,130,0,16698,15960,251,390,50,170,30,12722,12470,97,42,50,59,9,12625,12330,127,81,14,97,0,12585,12300,118,62,18,111,0,12961,12284,149,81,101,256,6,12961,12284,149,47,57,20,1,33,370,12645,12314,134,113,27,74,0,13000,12590,146,165,22,93,0,30,9055,3859,4991,8504,3068,5436,9008,2645,5634,8995,2563,5954,7590,2180,4698,7644,1980,5475,8721,2658,5668,9822,3329,6248,9758,3407,6004,8462,2844,5340,7617,2783,4657,7675,2597,4785,7606,2500,4913,7627,2508,4945,7621,2958,4500,7609,2884,4566,7568,2658,4908,0.0,17,,,,
58,17151,Pope County,-88.5423737,37.4171687,970024277.0,955362037.0,14662240.0,4470,4055,64,291,15,43,2,4249,3865,79,249,46,10,11,4203,3823,116,198,66,0,9,3763,3491,71,81,48,79,7,4177,3736,125,250,57,9,10,3799,3398,118,184,1,158,0,3656,3332,49,226,13,35,2,3630,3350,24,220,8,10,0,3555,3320,34,175,14,0,0,3068,2875,49,66,21,62,3,3068,2875,49,38,7,1,0,0,98,3542,3214,45,243,24,8,0,3160,2920,59,140,4,32,0,0,2244,845,1343,2165,652,1513,2142,375,1678,2067,703,1279,1721,433,1091,1721,372,1296,1971,465,1437,2175,433,1722,2128,520,1573,1887,374,1484,1646,357,1265,1690,304,1361,1661,311,1324,1664,318,1325,1668,330,1310,1669,386,1265,1665,304,1361,51352.98849102633,17,,,,
59,17011,Bureau County,-89.5283772,41.4013043,2262408465.0,2250884551.0,11523914.0,34978,31473,2695,388,288,235,20,33381,29382,2995,472,357,224,11,33122,29047,3029,503,375,257,21,33244,28511,3095,533,405,609,49,32878,28659,3067,495,388,238,22,33203,28545,3288,467,426,256,46,26823,24757,1565,166,201,180,12,25400,23525,1373,205,133,113,4,25330,23305,1441,286,138,158,4,26212,23124,1975,290,295,446,28,26212,23124,1975,189,246,39,11,43,585,25237,23073,1533,272,150,127,0,25730,23170,1900,318,158,144,0,59,17331,8889,7909,16284,8125,8159,16571,6029,9281,16239,6842,8434,13467,5290,6902,13342,5227,7686,15579,6140,8694,17434,6669,10411,17241,7079,9487,14615,5545,8616,12678,5028,7429,12781,4636,7738,12658,4392,7949,12682,4340,8042,12654,4568,7801,12668,4959,7461,12596,4441,8146,0.0,17,,,,
60,17029,Coles County,-88.220782,39.5136797,1321068102.0,1316418028.0,4650074.0,53873,49330,1155,2468,686,357,47,51736,47080,1288,2448,724,318,145,51355,46693,1300,2489,728,295,75,46863,40352,1768,2710,867,940,77,51065,46330,1371,2488,808,345,23,47076,42236,1385,2361,772,328,25,43931,40454,838,1898,536,274,36,41630,38665,693,1719,268,234,15,41425,38365,783,1726,290,219,15,37724,32859,1325,1909,674,709,55,37724,32859,1325,1633,541,64,24,179,1099,41354,38094,794,1768,421,215,15,38245,35165,875,1543,396,208,0,67,23219,11714,10977,20798,9194,11604,21863,7309,13003,21457,7516,12555,17000,5964,9159,16992,5568,10867,20235,7041,12153,22606,8067,14037,22329,8138,13379,19236,6704,11939,16500,5924,10270,16611,5547,10622,16517,5514,10630,16523,5547,10593,16500,5837,10278,16524,6190,10034,16387,5773,10614,0.0,17,,,,
61,17131,Mercer County,-90.7417698,41.2056046,1473016300.0,1453604391.0,19411909.0,16434,15912,307,88,70,60,6,15693,14993,364,200,131,67,2,15596,14862,380,203,104,71,4,15699,14578,468,184,96,320,22,15503,14708,394,189,109,72,5,15692,14773,436,220,109,74,0,12714,12416,165,45,41,49,4,12265,11870,199,89,54,62,0,12195,11790,233,88,63,52,0,12289,11559,277,81,52,241,13,12289,11559,277,50,24,26,2,17,334,12070,11691,209,80,70,37,0,12395,11845,285,143,60,70,0,0,8949,4887,3833,8360,4516,3844,8525,3071,4807,8340,3391,4465,6902,2546,3658,6883,2574,4068,7967,3026,4572,8893,3280,5418,8744,3420,5068,7603,2761,4586,6732,2559,3945,6785,2297,4238,6660,2150,4278,6700,2225,4284,6690,2397,4081,6702,2545,3986,6707,2482,4225,36960.2414455096,17,,,,
62,17049,Effingham County,-88.5928488,39.0479445,1243180417.0,1240005834.0,3174583.0,34242,33155,597,172,196,145,25,34174,32780,684,304,300,116,19,34138,32721,719,386,295,122,3,34668,32361,872,349,362,614,39,34151,32646,723,406,340,118,4,34594,32918,772,400,356,97,14,25800,25141,359,77,133,100,11,25735,25100,311,150,94,87,15,25700,25055,280,138,106,81,0,26584,25140,515,154,224,412,20,26584,25140,515,95,189,23,5,37,580,25746,24970,242,148,171,76,0,25960,25240,307,156,171,78,0,24,16944,5262,11323,16300,3822,12478,17609,3083,13635,17287,3810,12520,14238,2840,9767,14249,2744,11140,16734,3320,12731,19049,3716,15006,18813,4128,14272,17097,3215,13507,15854,3190,12409,15999,2609,13072,15841,2773,12746,15876,2810,12786,15843,2904,12646,15889,3467,12186,15827,2745,13082,0.0,17,,,,
63,17035,Cumberland County,-88.2406193,39.273121,898527981.0,895989975.0,2538006.0,11048,10815,75,59,37,73,2,10865,10508,114,93,57,79,31,10834,10473,116,124,81,38,28,10450,9947,112,91,38,226,19,10787,10410,103,155,50,63,26,10447,10032,175,156,12,77,5,8450,8308,38,21,29,57,1,8325,8185,48,23,12,48,0,8295,8175,48,28,8,12,0,8062,7728,79,45,35,151,8,8062,7728,79,17,19,3,0,16,200,8316,8146,58,54,8,32,0,8010,7835,65,44,0,40,0,12,5387,2055,3156,5128,1607,3521,5567,1031,4206,5504,1329,3797,4321,969,2809,4299,892,3295,5140,1079,3836,5831,1142,4601,5774,1357,4248,5156,1039,3994,4763,1077,3607,4802,867,3830,4757,915,3726,4768,927,3747,4747,982,3650,4758,1137,3535,4702,879,3823,0.0,17,,,,
64,17033,Crawford County,-87.7606193,39.0027865,1154776082.0,1149031261.0,5744821.0,19817,18216,362,999,149,108,15,19088,16821,668,1254,249,124,20,18972,16632,621,1461,156,182,17,18679,16941,447,763,175,343,19,18833,17110,430,1149,61,122,6,18729,16999,459,915,138,350,32,15764,14416,283,898,99,85,8,15125,13280,467,1106,182,94,14,15060,13230,406,1172,128,94,14,14891,13510,347,641,121,238,17,14891,13510,347,562,65,31,2,26,348,15087,13597,302,1068,51,96,0,14890,13505,301,836,96,157,0,33,9206,3883,5070,8399,2818,5581,8728,1992,6277,8542,2648,5455,6853,2105,3996,6788,1776,4790,8183,2149,5700,9425,2202,7043,9317,2384,6684,7953,1808,5931,6948,1685,5100,7042,1377,5439,6968,1461,5301,6980,1428,5342,6964,1527,5262,6972,1718,5113,6939,1528,5411,61074.58738314385,17,,,,
65,17057,Fulton County,-90.2022689,40.4652401,2286037029.0,2242109646.0,43927383.0,37069,34397,896,1374,156,285,17,35418,32549,1043,1471,185,232,23,35092,32209,1061,1500,231,289,21,33609,30616,738,1355,156,586,20,34654,31747,1066,1527,267,331,24,33691,31003,966,1064,212,648,0,29316,27059,733,1232,114,207,10,27895,25840,521,1299,90,140,10,27840,25600,664,1300,64,172,10,26974,24569,589,1143,108,454,18,26974,24569,589,1040,60,48,6,42,620,27641,25268,761,1293,100,164,3,26805,24780,711,954,63,323,0,29,16484,9732,6251,15019,8359,6660,15797,6133,8492,15600,6726,7702,12551,5650,5070,12470,5353,6629,14800,6225,7740,16678,6503,9867,16467,7109,8799,14499,5818,8211,13015,5685,7009,13178,4924,7794,12986,4839,7699,13034,4675,8003,12969,5101,7425,12982,5425,7210,12887,5141,7713,0.0,17,,,,
66,17135,Montgomery County,-89.4781406,39.2280681,1838200326.0,1822740452.0,15459874.0,30104,28334,459,1030,145,114,28,29009,26693,504,1561,127,125,13,28829,26885,510,1138,183,133,14,28288,25709,587,1054,227,527,30,28598,26502,519,1141,189,115,0,28352,26200,536,946,183,380,0,23718,22296,325,900,99,90,10,23170,21205,444,1360,71,95,15,22920,21335,331,1076,78,104,15,22522,20478,410,943,165,383,19,22522,20478,410,869,111,40,7,25,582,22779,21167,332,1035,88,90,0,22570,20955,372,805,114,311,0,24,13072,6491,6150,11766,5014,6752,12978,3504,8630,12694,5367,6662,11458,3940,4669,11200,3533,7292,12297,4003,7582,13727,3905,9544,13439,4293,8738,11826,3474,7995,10604,3407,6954,10763,3030,7395,10630,3018,7050,10630,3020,7312,10602,3303,7056,10614,3559,6818,10502,2971,7531,0.0,17,,,,
67,17115,Macon County,-88.9615288,39.8602372,1517090777.0,1503684112.0,13406665.0,110767,86821,2072,19971,1424,792,117,106512,81459,2366,18403,1634,3315,47,105528,80477,2405,18927,1616,2684,56,103998,75117,2733,21989,1995,1997,109,104688,79270,2451,19509,1578,2115,163,103542,77402,2614,21001,1749,869,196,85483,69982,1275,12833,985,559,86,81735,66110,1087,11848,712,2209,8,81135,65280,1182,12410,693,1721,12,80964,61675,1706,14475,1384,1486,70,80964,61675,1706,13255,1148,147,28,242,2763,80369,64418,1194,12669,698,1355,57,79015,63070,1084,13506,713,504,65,278,51406,25488,24949,48010,22722,25288,48060,18343,26866,47400,18600,26114,38923,14961,20316,39121,14728,23373,45178,17726,25389,49387,19847,28589,48949,20127,27072,41858,16672,24001,35282,14573,20042,35620,13873,20764,35499,13665,21135,35569,14050,20861,35385,14261,20200,35508,15353,19530,35242,13854,21370,0.0,17,,,,
68,17055,Franklin County,-88.9263215,37.9918516,1117506274.0,1059109158.0,58397116.0,39561,38353,475,258,184,324,15,39127,37527,657,432,274,343,25,38923,37309,655,455,271,319,32,37804,35210,642,466,261,921,52,38688,36988,677,474,272,343,21,37810,35850,730,510,255,467,8,30600,29866,260,103,126,248,9,30280,29365,381,192,134,206,23,30185,29210,406,218,124,215,28,29695,27965,415,221,171,690,27,29695,27965,415,116,98,77,4,40,980,30020,28980,440,199,84,212,7,29340,28300,476,195,68,247,0,138,18866,8880,9404,17442,7188,10254,18711,4727,13116,18343,8537,8894,15234,5227,7922,15087,4793,9818,17197,5565,10937,18626,4760,13622,18344,5810,12118,15925,4143,11460,13696,3908,9545,13745,2952,10442,13657,3173,10190,13657,3224,10145,13543,3278,9979,13697,4075,9394,13717,3102,10613,0.0,17,,,,
69,17023,Clark County,-87.7916832,39.3323343,1307326257.0,1298554904.0,8771353.0,16335,15925,172,72,76,87,7,15836,15294,247,140,112,78,0,15716,15170,248,170,107,47,0,15455,14680,246,129,107,241,16,15602,15069,245,119,61,158,0,15467,14872,258,182,44,129,0,12617,12353,111,31,46,74,6,12085,11860,88,55,16,75,0,11950,11750,82,48,22,39,0,11993,11476,155,58,75,184,15,11993,11476,155,40,42,28,0,14,238,11998,11656,137,41,10,154,0,11865,11575,114,94,12,92,0,0,8417,3742,4409,7673,2535,5138,7928,1877,5622,7748,2394,4953,6084,1823,3742,6003,1545,4270,7330,1920,5131,8355,1993,6226,8248,2082,5939,7125,1607,5353,6320,1480,4745,6400,1217,5071,6333,1293,4874,6338,1304,4905,6311,1366,4807,6325,1491,4714,6302,1380,4922,53225.865302474595,17,,,,
70,17161,Rock Island County,-90.5721252,41.4684205,1168843672.0,1107209787.0,61633885.0,147546,111764,17118,15607,2988,1532,132,145275,104633,18459,17865,4547,1337,236,143873,103282,18491,18289,4254,1460,195,144672,97689,19842,20175,4856,3295,153,142801,101660,18650,18752,4225,1594,379,143819,100211,19477,19686,4517,1665,392,114359,91671,10469,9713,2058,1039,87,106585,85790,9174,9546,1184,576,41,105705,84630,9327,9635,1336,608,31,112700,81649,12961,12744,3270,2381,99,112700,81649,12961,11078,2804,186,25,313,3684,105279,83600,9568,9734,1341,604,17,106145,83140,10169,10497,1574,712,49,217,71744,43516,27211,64066,39158,24908,63994,32298,26998,62982,32952,26767,50699,25774,21434,50475,26255,22925,60015,31731,25715,66758,36691,28603,66163,36493,27705,56597,30296,24457,48006,26469,20548,48243,25663,21130,47825,24413,22113,47942,25014,21632,47694,25297,21134,47920,26158,20680,48008,26518,21408,101962.26895937062,17,,,,
71,17093,Kendall County,-88.4306257,41.5881403,834549301.0,829412776.0,5136525.0,114746,85162,17899,7547,4341,736,78,124626,87623,22616,10203,4911,850,22,126053,87604,23570,10922,4919,874,18,131869,84690,27127,12256,6185,2898,178,127583,86955,24737,11440,5156,644,22,132795,86242,27907,12195,5843,1243,194,78676,61173,10342,4419,2680,449,47,83665,63385,11900,5940,2071,315,0,84605,63740,12025,6267,2326,144,0,93955,63642,17131,7718,3987,1934,107,93955,63642,17131,6710,3395,93,10,309,2665,85592,63739,12222,6691,2706,164,0,90005,64400,14505,7499,3039,317,0,305,46797,24742,21380,46497,22466,24031,54055,24884,24961,53161,24035,25202,44800,20990,20442,45047,21558,22150,54006,25945,25170,63971,33168,29492,63346,31055,28790,52638,26109,24586,45265,23151,21294,45207,22218,21457,45049,22396,21689,45057,22322,21801,44785,21466,22222,44996,23069,21077,45203,22971,22232,0.0,17,,,,
72,17031,Cook County,-87.6454546,41.8942937,4233682034.0,2447350649.0,1786331385.0,5190569,2276279,1244617,1329464,362599,45002,6392,5223719,2217734,1314232,1281067,427441,40293,6225,5198241,2198096,1314794,1270222,434018,41240,6480,5275541,2135243,1382778,1281981,470661,122621,7002,5169517,2168964,1308432,1263902,445203,43551,6818,5225367,2148173,1352482,1267637,463145,72270,8078,3958575,1904555,822116,957129,281184,31028,4686,3545925,1761280,613449,928525,223338,14127,955,3541240,1745836,625514,922740,227077,13964,1005,4172402,1814611,986886,985194,369158,90818,5313,4172402,1814611,986886,925463,335572,4524,822,15159,89365,3550811,1735452,645214,916501,232673,13431,930,3616960,1732989,694407,918704,248158,16303,1114,9200,2141833,1629081,487901,1980143,1486703,493440,2180344,1611946,453287,2132957,1499900,529781,1756532,1262334,426196,1760019,1268742,452625,2068460,1490564,485601,2321399,1725973,558269,2289749,1574685,499034,1844404,1351652,423800,1441922,1080175,341447,1442785,1065445,344902,1435944,1052981,356023,1439782,1059671,352108,1427227,1037876,359238,1437889,1082705,330063,1404768,1069080,327014,102652.36013717188,17,,,,
73,17059,Gallatin County,-88.2279642,37.7686768,849770650.0,836413648.0,13357002.0,5589,5427,66,26,12,60,1,5157,4936,75,61,45,66,0,5064,4842,66,71,44,64,0,4946,4683,53,71,67,81,13,4983,4757,54,85,34,82,0,4967,4673,16,20,105,160,0,4405,4304,36,10,8,45,1,4090,3955,60,10,45,18,0,4015,3880,60,25,35,18,0,3930,3751,34,45,33,69,11,3930,3751,34,24,11,5,0,3,102,3945,3833,51,20,24,18,0,4005,3755,8,15,94,120,0,0,2896,1587,1212,2497,999,1498,2707,657,1942,2560,1263,1209,2065,779,1046,2003,706,1224,2379,795,1506,2674,622,2019,2539,829,1642,2371,623,1696,2165,753,1373,2232,445,1716,2109,512,1520,2127,535,1547,2101,573,1469,2140,701,1392,2164,535,1629,54987.825830868955,17,,,,
74,17103,Lee County,-89.2993616,41.7474465,1886921994.0,1877189070.0,9732924.0,36030,31823,1802,1943,320,229,19,34526,29846,2077,2042,372,171,66,34389,29640,2139,2083,379,191,37,34145,28435,2324,2270,360,579,32,34204,29391,2192,2080,386,201,29,34221,29180,2322,2155,413,315,60,28296,25139,1203,1621,215,169,13,27189,23959,1146,1666,206,139,60,27170,23845,1257,1720,164,153,30,27405,23040,1603,1852,275,460,25,27405,23040,1603,1688,211,30,10,70,753,27057,23638,1291,1753,147,167,14,27010,23625,1342,1800,127,171,0,14,16475,7765,8258,14916,6880,8036,15489,5528,8612,15266,5587,8640,12524,4995,6056,12392,4734,7218,14574,5578,8204,16397,6407,9630,16199,6446,9188,13869,5254,8145,12012,4685,7113,12213,4599,7220,12070,4280,7493,12071,4122,7642,12147,3651,8231,12092,4751,7116,11985,4255,7730,0.0,17,,,,
75,17037,DeKalb County,-88.768991,41.8946125,1643715939.0,1635154200.0,8561739.0,103173,82646,10429,7002,2870,747,81,104200,80438,11422,9201,3389,486,122,104366,80167,11637,9318,3427,522,135,100420,71249,13597,10546,3144,2425,123,104588,79607,11947,9717,3540,590,324,100686,74958,12356,9888,3644,1271,305,79686,65904,6491,4757,2300,515,56,76995,64380,5279,5830,1166,283,0,77810,64300,5390,6091,1562,321,0,77882,57975,8950,6941,2467,1719,74,77882,57975,8950,6113,1977,98,15,217,2537,78174,64236,5374,6293,1638,316,0,75465,61245,6264,6062,1434,306,0,216,44972,25784,18266,39078,20344,18734,43600,20466,19091,42869,20025,19355,36205,17016,16181,36204,17678,17242,42234,20496,19150,47819,24643,21905,47476,23423,21198,40200,19999,18438,34513,17688,16063,34488,17047,16119,34272,16994,16351,34243,16729,16578,34185,16114,17148,34309,17742,15760,34419,17825,16572,0.0,17,,,,
76,17175,Stark County,-89.7974111,41.0969077,746840997.0,746156213.0,684784.0,5994,5826,59,49,32,29,2,5500,5267,88,56,61,28,0,5447,5198,95,73,51,30,0,5400,5070,132,77,36,75,7,5393,5094,106,66,53,46,0,5395,5025,124,92,56,24,0,4583,4494,33,20,17,21,1,4255,4140,45,28,15,30,0,4245,4095,45,42,25,30,0,4217,4011,79,19,27,59,1,4217,4011,79,8,18,8,0,2,91,4188,4036,53,29,25,48,0,4195,4025,54,53,39,34,0,0,2960,1357,1513,2628,1110,1518,2743,751,1778,2705,782,1760,2035,586,1219,2039,562,1407,2524,711,1688,2883,815,2004,2827,843,1894,2518,717,1718,2310,742,1499,2327,593,1645,2285,556,1651,2290,515,1703,2295,611,1596,2303,663,1567,2301,473,1828,0.0,17,,,,
77,17001,Adams County,-91.1949607,39.9860525,2256580505.0,2214826188.0,41754317.0,67103,62414,776,3044,581,359,44,66427,61009,1021,3300,824,410,61,66085,60589,1059,3433,811,398,26,65737,58389,1287,3781,777,1134,107,65670,59988,1079,3530,813,255,49,65583,59490,1198,3657,806,304,52,51642,48764,472,1786,394,262,23,51135,47985,567,1885,395,284,39,50920,47670,600,1923,463,289,14,51030,46367,796,2243,500,807,52,51030,46367,796,1747,381,75,19,135,1510,50581,47282,581,1982,454,151,4,50555,47040,705,2176,399,220,8,38,30998,11794,18711,29969,9597,20372,31951,7676,22790,31735,12391,18094,24358,6176,15898,24255,5748,17910,29627,8129,20433,33527,8633,24220,33264,8835,23625,28766,6887,21250,24961,6244,18341,25032,5033,19474,24878,5118,19252,24970,5163,19367,24901,5919,18525,24906,6216,18260,24941,5595,19346,55406.517469196755,17,,,,
78,17075,Iroquois County,-87.833601,40.7488665,2898280871.0,2894039688.0,4241183.0,29718,27467,1584,362,149,175,15,28169,25375,1914,461,154,154,66,27812,24984,1941,487,165,193,104,27077,23602,2085,476,209,564,33,27437,24577,1943,488,164,218,95,27043,23933,2042,549,195,221,97,22703,21445,892,162,95,123,6,21505,20305,752,213,73,114,0,21220,20020,753,195,76,124,0,21113,18914,1262,262,135,416,18,21113,18914,1262,158,80,32,0,31,636,21026,19674,782,194,78,121,0,20690,19340,862,244,81,114,0,83,13774,4643,8694,12378,3277,9101,13064,2504,9750,12903,2755,9379,10228,1858,7419,10263,1822,8210,12252,2379,9355,14024,2908,10877,13856,3075,10249,11834,2359,9166,10449,2222,8018,10538,1948,8334,10456,2001,8270,10492,2017,8268,10465,2427,7843,10458,2508,7770,10403,1938,8465,57840.1310511367,17,,,,
79,17053,Ford County,-88.2245882,40.5965386,1259330722.0,1257690127.0,1640595.0,14081,13520,294,123,70,87,7,13398,12573,427,188,92,79,5,13270,12406,443,195,101,83,4,13534,12265,554,252,120,292,13,13155,12225,466,274,108,97,0,13484,12255,553,323,109,103,0,10734,10403,175,65,39,56,4,10270,9790,213,97,83,74,4,10205,9700,227,117,83,80,4,10501,9714,312,124,84,217,12,10501,9714,312,54,46,19,0,32,324,10094,9555,208,131,85,95,0,10280,9745,225,146,97,60,0,4,6457,2227,4079,5823,1591,4232,6396,1414,4480,6333,1421,4507,4979,971,3495,4988,904,3963,5973,1320,4380,6953,1754,5048,6876,1765,4872,5857,1438,4233,5142,1386,3621,5173,1230,3776,5137,1253,3758,5151,1166,3865,5137,1554,3469,5134,1450,3574,5077,1135,3942,0.0,17,,,,
