idx,geo_id,name,centroid_lon,centroid_lat,area_m2,land_m2,water_m2,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_18_ACS_Total,T_18_ACS_White,T_18_ACS_Hispanic,T_18_ACS_Black,T_18_ACS_Asian,T_18_ACS_Native,T_18_ACS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_18_CVAP_Total,V_18_CVAP_White,V_18_CVAP_Hispanic,V_18_CVAP_Black,V_18_CVAP_Asian,V_18_CVAP_Native,V_18_CVAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_RemTwoOrMore,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,outer_perimeter_m,parent_state,parent_county,parent_tract,parent_group,parent_vtd
33,18133,Putnam County,-86.8533729,39.6655479,1250171779.0,1244585887.0,5585892.0,37963,35128,587,1648,362,247,38,37559,34494,716,1230,900,245,27,37382,34302,721,1071,1054,261,37,36726,33150,784,1253,545,705,100,37419,34253,753,1057,1119,252,15,36942,33745,764,1058,1112,224,0,29967,27620,429,1481,267,183,27,29820,27705,536,1073,258,182,14,29345,27490,406,974,213,190,14,29577,26658,591,1074,455,560,84,29577,26658,591,971,330,65,7,107,848,29501,27479,552,938,262,205,12,29180,27045,512,977,428,178,0,10,14720,6331,8086,13487,4478,9009,14818,3356,10637,14692,4319,9510,14634,5049,9094,14178,3204,10974,11899,3512,7814,14783,4024,10249,16595,3946,12278,16520,2876,9375,16285,4099,12186,0.0,18,,,,
34,18097,Marion County,-86.1357939,39.7829759,1043787673.0,1027221229.0,16566444.0,903393,537905,84466,256418,22872,8132,1258,944523,528704,96260,283045,35010,8201,1097,951879,525878,98928,288782,37577,8337,953,977203,493665,129286,294394,47232,20264,1540,957337,519576,100911,295471,40491,8007,1009,971737,510594,107973,304568,46560,11512,1232,676888,433712,51735,172979,16335,5715,782,656760,428208,26355,184688,11961,4499,185,661685,427309,28185,187203,12850,4459,155,742442,411843,81133,205970,32245,15021,1072,742442,411843,81133,191837,27888,1424,291,3268,24758,666602,425175,30835,190716,13748,4220,160,675035,421933,36183,193654,16963,4589,175,2442,378025,240295,134005,352680,216311,136369,366879,212899,130360,365454,213483,131576,364461,226116,127462,355480,199611,155869,307105,197880,98385,362882,224023,127167,389175,247772,134175,390854,203475,152405,388079,246140,141939,0.0,18,,,,
35,18121,Parke County,-87.1969502,39.7742496,1165477479.0,1151822275.0,13655204.0,17339,16545,215,436,44,108,5,16996,16085,262,360,41,103,148,16946,16013,274,291,30,326,20,16156,15329,225,259,62,229,2,16912,15986,265,482,57,110,3,16327,15419,157,406,25,309,14,13626,12983,140,399,28,76,3,13160,12615,99,179,30,106,140,13170,12555,95,174,24,303,0,12372,11786,134,205,38,180,1,12372,11786,134,177,25,44,0,6,200,13074,12540,89,271,50,108,0,12680,12060,69,282,8,235,0,35,7053,2924,3909,6326,2097,4229,6636,1441,4863,6635,2339,3859,6639,2608,3824,6400,1538,4862,5342,1499,3532,6444,1815,4428,7013,1503,5400,6972,1127,4766,6725,1667,5058,0.0,18,,,,
36,18183,Whitley County,-85.5018918,41.1364261,875194498.0,869117984.0,6076514.0,33292,32147,515,199,184,259,28,33649,32138,675,275,276,280,14,33730,32187,694,284,281,267,0,34191,31832,841,347,335,657,26,33899,32101,726,312,305,283,0,34259,31966,816,403,270,313,0,25109,24461,288,84,111,167,13,25655,24870,313,146,142,180,0,25795,24920,380,157,137,195,0,26370,24830,520,185,216,458,8,26370,24830,520,98,134,62,0,56,670,25980,25050,414,153,144,175,0,26280,25270,494,200,107,191,0,19,15250,5861,9122,14644,4412,10232,15759,3379,11358,15579,4500,9865,15522,4933,9972,14993,3056,11937,13384,3818,9019,15724,4186,10946,17549,4234,12862,17451,2738,11522,16828,4300,12528,0.0,18,,,,
37,18041,Fayette County,-85.1850315,39.6396552,557267985.0,556901577.0,366408.0,24277,23392,223,428,101,126,7,23259,22252,267,658,48,37,0,23196,22154,289,649,21,84,0,23398,22014,273,509,129,409,11,23068,21709,297,659,31,65,0,23391,21954,340,572,59,201,10,18459,17892,124,270,74,99,5,18030,17390,144,449,15,34,0,17985,17360,123,428,10,80,0,18313,17379,183,317,72,292,8,18313,17379,183,225,46,21,2,27,430,17875,17267,63,440,10,70,0,18125,17515,113,284,40,118,0,54,9534,4389,4917,8600,3559,5041,9598,2252,6839,9383,3170,5602,9295,3369,5485,8951,2331,6620,7464,2295,4704,9271,2599,6301,10136,2237,7755,10054,1707,6933,9697,2343,7354,0.0,18,,,,
38,18001,Adams County,-84.9361303,40.7457327,880509420.0,877815496.0,2693924.0,34387,32521,1412,190,119,160,16,35195,32917,1588,413,152,57,0,35376,33071,1601,434,158,55,0,35809,33080,1637,349,211,490,38,35544,33161,1626,448,182,90,1,35827,33254,1673,426,193,271,1,23673,22621,813,67,69,106,11,24020,22750,954,222,64,31,0,24175,22825,984,272,65,28,0,24641,22915,1038,176,140,358,20,24641,22915,1038,90,94,65,3,30,406,24158,22903,929,228,45,33,0,24505,23100,989,263,44,168,0,8,13595,4928,8404,12701,3777,8924,13194,2805,9648,13139,3840,8430,13053,4272,8408,12704,2650,10054,11146,3146,7511,13049,3440,9183,14209,3236,10686,14154,2143,9441,13872,3439,10433,39022.72781267453,18,,,,
39,18175,Washington County,-86.1047512,38.6006126,1337973091.0,1330443086.0,7530005.0,28262,27539,304,111,128,188,6,27827,26938,369,199,145,197,33,27844,26943,374,168,142,222,38,28182,26600,400,313,176,568,24,27942,27012,374,225,135,169,41,28133,26960,397,366,75,181,15,21136,20723,151,52,70,136,6,21375,20810,228,80,101,135,0,21450,20840,232,90,122,130,0,21658,20653,228,144,112,411,20,21658,20653,228,75,75,49,10,47,521,21498,20904,237,49,120,113,0,21690,21095,249,154,57,121,0,39,11350,4562,6519,10429,3888,6541,11382,2636,8209,11375,3773,7197,11227,3593,7293,10887,2782,8105,9381,2806,6127,11187,3045,7809,12131,2784,9114,12073,2408,7919,11809,2829,8980,0.0,18,,,,
40,18009,Blackford County,-85.3237297,40.4726717,428858163.0,427559406.0,1298757.0,12766,12403,117,95,39,100,13,12129,11615,191,42,48,234,0,12013,11475,196,54,108,182,0,12112,11278,252,166,63,320,19,11926,11374,207,182,42,125,0,12074,11427,141,366,24,137,0,9852,9634,67,46,27,77,6,9480,9165,77,15,0,225,0,9350,9075,72,29,4,169,0,9527,8986,155,79,42,245,8,9527,8986,155,43,19,29,0,19,276,9242,8977,53,62,4,121,0,9345,9015,45,164,4,76,0,40,5376,2635,2592,4636,1925,2711,4881,1243,3350,4820,1707,2748,4789,1857,2719,4607,1275,3332,3878,1275,2303,4782,1460,3122,5349,1376,3841,5283,933,3333,5179,1413,3766,0.0,18,,,,
41,18063,Hendricks County,-86.5099075,39.7689632,1058730190.0,1053849394.0,4880796.0,145448,128664,4379,8091,3757,777,170,160940,136697,6016,12155,5265,942,136,163802,138000,6395,13309,5574,979,65,174788,139374,8056,16144,7239,3325,296,166806,138805,6831,14215,5905,990,71,175639,142034,7963,16987,6596,1037,390,105540,94943,2621,5127,2404,529,106,116710,103340,2482,7598,2516,552,15,119470,104690,3038,8147,2831,621,15,130334,107175,5022,10206,4921,2339,187,130334,107175,5022,9143,4191,205,55,441,4102,122092,106190,3576,8678,2915,625,8,128715,109740,4326,10163,3546,627,24,307,65096,24552,39728,65373,21073,44300,76184,22600,48337,75057,24427,46722,74626,27180,45207,72151,20170,51981,62812,23599,36966,77014,26827,47680,88458,32604,53802,88122,23179,50697,85870,30711,55159,0.0,18,,,,
42,18093,Lawrence County,-86.4878198,38.8398148,1170490060.0,1163282503.0,7207557.0,46134,44562,545,301,315,418,32,45619,43677,743,444,390,513,42,45548,43582,761,473,383,499,63,45011,42224,765,475,373,1035,43,45552,43292,766,806,382,193,26,45113,42577,811,445,399,618,4,35262,34266,309,171,202,316,17,35245,34210,338,162,155,270,15,35240,34215,292,201,174,285,25,35398,33547,452,274,227,758,25,35398,33547,452,160,163,112,4,56,904,35283,34269,276,456,161,69,0,35340,34040,431,225,252,367,4,14,18616,7208,11018,17390,5754,11636,19238,4210,14035,18830,5493,12327,18663,6402,11683,17938,4330,13608,15496,4434,10274,18839,5045,13186,21025,4961,15601,20868,3616,13371,20139,4975,15164,0.0,18,,,,
43,18073,Jasper County,-87.1188137,41.0176883,1453992406.0,1449563752.0,4428654.0,33478,30988,1823,310,194,191,29,33449,30653,1999,613,259,184,4,33447,30626,2012,505,223,232,3,32918,29084,2342,313,195,730,41,33433,30095,2050,711,145,298,3,33045,29203,2149,706,92,316,0,24884,23414,1053,176,116,140,18,25005,23610,874,312,125,80,0,24995,23670,782,221,164,140,0,25032,22619,1365,149,127,512,28,25032,22619,1365,89,64,39,10,31,815,25271,23806,897,283,74,168,0,24970,23490,1033,270,26,145,0,14,12961,5044,7669,12587,4633,7954,13478,3329,9382,13241,4106,8556,13195,4730,8086,12804,3709,9095,10586,3278,6987,13389,3777,9261,15469,3798,11383,15371,2904,10378,14923,3658,11265,0.0,18,,,,
44,18151,Steuben County,-85.0024051,41.643467,835183990.0,799729203.0,35454787.0,34185,32513,982,275,248,206,18,34474,32389,1206,154,296,437,25,34453,32317,1220,266,311,464,35,34435,31438,1427,441,321,563,23,34591,32354,1288,394,320,392,31,34507,31947,1380,450,346,413,28,26350,25333,583,156,145,158,8,26750,25885,373,67,109,314,0,27025,25935,570,109,105,257,0,27504,25471,886,281,242,439,14,27504,25471,886,183,155,50,2,59,698,27179,26030,569,178,162,161,0,27420,26030,692,229,238,150,0,109,14253,6284,7674,13367,4835,8532,14714,3744,10133,14652,4546,9078,14605,4917,9180,14190,3282,10908,12175,3864,7839,14637,4322,9824,16152,4513,11327,16085,2939,11407,15845,4413,11432,58081.921841381074,18,,,,
45,18115,Ohio County,-84.9642994,38.940527,226496352.0,223126824.0,3369528.0,6128,5967,69,31,25,34,0,5887,5693,64,68,33,29,0,5874,5663,74,55,41,41,0,5940,5629,79,49,50,116,29,5890,5614,80,60,47,43,0,5974,5662,0,118,81,68,0,4828,4722,42,19,17,29,0,4735,4620,23,40,20,28,0,4725,4600,29,30,25,37,0,4724,4488,54,24,32,95,16,4724,4488,54,16,18,4,0,7,137,4744,4607,36,38,25,32,0,4735,4625,0,40,4,64,0,4,2922,1158,1713,2750,992,1758,2933,686,2118,2896,853,1948,2863,996,1805,2771,772,1999,2395,747,1586,2875,795,2029,3164,750,2392,3120,641,2210,3035,734,2301,17641.436394529424,18,,,,
46,18123,Perry County,-86.6265397,38.0814361,1000539783.0,988702370.0,11837413.0,19338,18428,192,515,95,94,6,19141,18035,260,685,116,117,28,19102,17976,266,653,118,128,24,19170,17853,220,500,178,322,17,19091,17931,281,626,146,113,7,19186,17861,293,701,166,144,4,15195,14468,117,469,66,70,5,14915,14210,64,509,18,105,0,14945,14180,124,503,33,100,0,15213,14230,158,425,127,221,12,15213,14230,158,384,80,26,3,23,309,15006,14138,216,496,61,91,0,15070,14185,174,569,51,89,0,15,8559,5141,3202,7720,4323,3397,8092,3062,4556,7990,3990,3612,7935,4222,3520,7545,3359,4186,7150,3364,3449,8016,3605,4185,8722,3203,5345,8648,2518,5523,8426,3763,4663,80876.83394667995,18,,,,
47,18007,Benton County,-87.3147863,40.6009394,1052852491.0,1052616458.0,236033.0,8854,8298,431,78,22,38,3,8667,8032,445,106,25,43,18,8677,8025,452,109,13,64,18,8719,7789,629,92,23,134,24,8695,8014,473,105,13,56,42,8709,7906,516,130,7,55,52,6570,6267,233,37,11,29,3,6425,6085,220,74,22,45,8,6450,6085,225,76,12,47,8,6554,5947,378,56,20,101,12,6554,5947,378,33,12,15,5,26,138,6412,6048,212,64,5,50,10,6430,6065,205,91,8,41,19,4,3878,1563,2183,3520,1158,2362,3688,860,2579,3694,1132,2316,3669,1201,2318,3562,834,2728,2964,847,1926,3678,998,2531,4108,1009,3007,4100,671,2815,4048,1111,2937,28951.890855710466,18,,,,
48,18069,Huntington County,-85.4785975,40.8263938,1004190400.0,991056717.0,13133683.0,37124,35692,631,295,243,291,18,36378,34551,847,410,292,283,23,36359,34459,894,409,301,294,35,36662,33874,1050,442,299,834,24,36351,34318,905,421,258,294,74,36699,34382,1012,409,329,341,58,28329,27506,381,126,133,199,11,28130,27090,446,213,98,268,15,28185,27085,443,215,154,279,30,28604,26729,656,239,196,640,22,28604,26729,656,155,127,110,7,54,766,28227,27043,454,236,137,270,60,28385,27220,528,179,131,251,60,18,15977,5652,10009,15398,4551,10847,16181,3506,11649,15773,4545,9941,15715,4941,10092,15342,3223,12119,13209,3699,8879,15870,4161,11090,17810,4255,13147,17731,2804,11759,17064,4258,12806,0.0,18,,,,
49,18169,Wabash County,-85.7951915,40.8437475,1090322203.0,1068468084.0,21854119.0,32888,31369,697,272,179,396,17,31631,29889,805,373,203,357,0,31389,29611,819,392,211,349,20,30976,28634,897,394,249,690,41,31198,29356,832,402,218,342,23,31032,28996,864,432,220,338,27,25429,24462,425,144,127,297,10,24755,23725,390,202,87,332,0,24655,23615,364,206,124,333,0,24287,22781,565,164,161,517,26,24287,22781,565,90,125,97,7,42,580,24504,23504,382,217,71,338,0,24440,23340,484,228,109,259,0,4,14010,5456,8238,12616,3959,8657,13550,3018,9819,13372,3925,8595,13317,4262,8636,12920,2844,10076,11299,3159,7658,13280,3519,9341,14573,3494,10762,14511,2421,9111,14030,3402,10628,0.0,18,,,,
50,18003,Allen County,-85.0717907,41.0919086,1709453945.0,1702400299.0,7053646.0,355233,271760,23079,47617,11434,3335,454,370016,274671,27170,51620,16279,3585,467,372572,275142,27818,51851,16903,3452,540,385410,270149,32923,54010,21306,8077,551,375520,274722,28676,52311,18233,3328,530,385456,276507,30851,53821,21018,3843,502,259293,208035,13302,29451,7068,2258,295,262790,212230,10940,31259,6028,1969,84,264165,212990,11413,31430,6026,2019,85,287203,212663,20077,35029,13666,5638,374,287203,212663,20077,30792,12167,700,104,1089,9611,266997,213835,12286,31593,6746,2012,93,274420,217315,13430,32815,8244,1980,147,610,150581,71256,77782,144559,59972,84587,148565,55379,83867,147807,59868,79370,146863,61879,80458,143403,49160,94243,125910,55903,65927,150246,62599,82846,169000,73189,92083,168312,53895,98406,165342,69691,95651,38824.28439759012,18,,,,
51,18099,Marshall County,-86.2690363,41.3250032,1164828571.0,1148969991.0,15858580.0,47051,42098,3971,446,306,352,12,46595,40816,4585,638,549,333,0,46465,40547,4689,664,578,277,0,46095,38910,5251,489,430,900,25,46336,40358,4731,641,513,433,0,46208,39925,4946,612,363,519,22,34402,31552,2292,190,195,236,9,33480,31230,1563,253,183,252,0,33145,31110,1480,269,177,148,0,34639,30125,3193,271,280,659,14,34639,30125,3193,151,199,57,4,70,840,33069,30947,1531,281,155,115,0,33310,30785,1893,310,103,237,20,0,18429,7675,10366,17422,6127,11295,18241,4798,12288,17945,6223,10659,17834,6772,10481,17262,4315,12947,14899,5619,8747,17915,5743,11624,19918,5712,13844,19804,4025,13145,19180,5474,13706,0.0,18,,,,
52,18117,Orange County,-86.489257,38.5473812,1057212238.0,1031795759.0,25416479.0,19840,19144,194,242,85,187,7,19547,18641,301,346,110,152,3,19545,18586,125,572,107,158,7,19867,18527,305,345,99,456,34,19552,18526,145,572,115,162,4,19768,18440,354,435,128,262,0,14953,14521,114,129,58,139,3,14875,14390,152,183,32,107,0,14925,14395,83,275,26,121,0,15229,14345,174,181,71,328,18,15229,14345,174,137,54,37,8,26,448,15047,14381,103,320,90,148,0,15230,14500,203,275,98,142,0,4,8144,3390,4536,7558,2937,4621,8278,2048,5803,8223,2795,5134,8027,2971,4827,7726,1980,5746,6772,2135,4353,8057,2370,5460,8830,2224,6432,8759,1952,5591,8405,2192,6213,0.0,18,,,,
53,18111,Newton County,-87.4021716,40.9623985,1044889333.0,1040539827.0,4349506.0,14244,13296,717,91,51,102,5,14018,13069,868,45,2,36,33,13992,13006,898,46,2,42,28,13830,12053,1039,97,77,394,30,13981,12674,953,251,0,102,26,13829,12243,1017,238,40,162,24,10965,10368,442,50,34,79,5,10585,10290,225,46,0,24,0,10735,10340,334,41,0,30,0,10867,9655,660,68,51,305,25,10867,9655,660,35,31,25,2,24,435,10651,10109,312,202,0,46,0,10675,9950,432,184,35,51,0,8,6093,2625,3301,5463,2175,3288,5857,1404,4074,5777,1788,3670,5758,2066,3483,5599,1640,3959,4563,1402,2966,5822,1606,4022,6591,1509,4942,6556,1148,4358,6438,1496,4942,47834.20727925411,18,,,,
54,18173,Warrick County,-87.2720486,38.0977282,1012817855.0,996739079.0,16078776.0,59689,56095,946,1148,1178,361,35,61928,57318,1122,1332,1790,313,15,62280,57543,1165,1399,1789,333,17,63898,57346,1383,1699,2001,1150,48,62608,57108,1213,1473,1890,317,4,64065,58146,1351,1768,2019,408,10,44258,42214,509,618,697,236,23,45950,43885,243,807,725,289,4,46245,44135,197,813,760,285,4,48428,44226,811,1008,1330,812,28,48428,44226,811,774,1169,75,11,96,1266,46394,44394,246,579,931,245,1,48025,45405,390,869,1130,232,4,0,28739,12329,16013,27875,10178,17697,29959,9086,19133,29656,11092,17255,29487,11434,17418,28301,8794,19507,24366,9594,14010,29943,11218,17964,33806,11923,21326,33524,9074,22703,32929,14194,18735,18620.703166547268,18,,,,
55,18179,Wells County,-85.2129742,40.7352727,958937652.0,953341275.0,5596377.0,27636,26604,564,187,141,181,9,27947,26450,812,336,216,190,0,28011,26429,861,357,221,187,0,28180,26000,1019,418,209,454,26,28010,26248,873,399,227,182,0,28167,26227,940,636,70,178,0,20737,20129,336,68,78,136,6,20850,20190,409,93,85,56,0,20995,20165,454,136,106,94,0,21349,19955,636,219,113,344,24,21349,19955,636,138,82,41,5,33,459,20917,20124,460,71,83,127,0,21055,20100,458,272,73,155,0,15,13135,4403,8504,12667,3427,9240,13287,2586,10005,13166,3516,8811,13097,3902,8766,12791,2443,10348,10892,2694,7819,12985,3087,9512,14044,2928,10855,14050,1967,9371,13828,3029,10799,0.0,18,,,,
56,18171,Warren County,-87.3751633,40.3524984,948986695.0,944543938.0,4442757.0,8508,8321,70,27,48,35,7,8247,7935,137,92,23,54,2,8237,7901,149,76,86,19,2,8440,8018,193,40,58,131,7,8219,7852,166,77,69,49,6,8454,8025,190,11,70,137,8,6512,6407,33,8,34,26,5,6410,6240,56,57,14,52,0,6385,6210,55,52,49,22,0,6524,6250,119,13,32,95,4,6524,6250,119,7,17,5,0,11,115,6449,6193,92,48,45,46,0,6590,6330,126,12,33,96,4,0,4057,1755,2166,3706,1310,2396,3951,839,2896,3960,1159,2589,3924,1260,2538,3831,879,2952,3279,914,2208,3975,1006,2840,4471,974,3401,4458,672,3009,4416,1019,3397,36607.2984565447,18,,,,
57,18089,Lake County,-87.3743368,41.472247,1622982581.0,1291702720.0,331279861.0,496005,274162,82663,133434,7952,4217,408,486849,264358,90954,123875,9451,4161,548,485684,262863,92186,122407,9700,4137,431,498700,251106,99927,133598,10401,11363,511,485983,259931,94064,122406,9926,3778,407,497682,261728,100415,125385,10202,5842,423,368732,220029,52741,90384,5552,2844,261,356965,212806,52566,84838,4449,1895,80,357624,211843,54370,84550,4767,2030,84,380651,207012,66998,94307,7445,8132,329,380651,207012,66998,88438,5879,569,75,1122,10558,358527,211362,55465,84670,4829,1792,54,367635,213775,60121,86366,5116,2130,90,400,205958,136999,66769,198916,130800,68116,202803,116935,75625,197301,122036,67657,197172,127491,64997,193151,124798,68353,162294,104390,54564,198019,119510,74130,219842,124870,91760,217232,112352,94841,212722,121406,91316,91286.26780053576,18,,,,
58,18157,Tippecanoe County,-86.8935538,40.3891334,1303394323.0,1292163451.0,11230872.0,172780,138855,12947,8421,11876,1261,187,189294,144589,15486,11657,16945,1198,255,191564,145263,15948,12206,17422,1198,296,186251,131465,18647,14118,18265,3395,2928,193302,145249,16372,12854,17701,1300,354,186955,138148,16670,13717,17151,1566,120,137063,113116,7991,5219,10147,917,144,134615,116790,5848,6776,4124,877,75,135420,116985,5882,7059,4510,882,64,147010,107142,12341,8714,15772,2511,2856,147010,107142,12341,7382,11870,297,38,554,7386,137424,117677,6181,7383,5293,833,76,134790,112840,7066,7631,6322,756,8,145,68356,37680,29806,55425,26670,28755,63342,27282,30768,63053,28921,30081,62695,30234,30141,60797,25506,35291,51456,26376,22649,63646,30240,30838,71430,35017,34581,71215,26179,37979,70446,33612,36834,0.0,18,,,,
59,18091,LaPorte County,-86.7447386,41.5490129,1588334684.0,1549555244.0,38779440.0,111467,90695,6093,13400,883,886,77,110552,87918,7136,14463,977,770,38,110153,87322,7269,14501,985,810,35,112417,85957,7985,14380,1217,2461,135,110026,86458,7510,14705,1015,844,27,112215,86922,8073,14935,1022,1060,40,86085,72150,3714,9206,603,627,36,84995,70740,3442,9729,466,589,4,84985,70540,3606,9798,476,561,0,88485,70261,5084,9923,873,1813,97,88485,70261,5084,8939,622,212,14,290,3063,84559,70186,3496,9931,439,574,0,86545,71245,4126,10065,468,608,0,68,47048,28247,17911,42782,24145,18637,45609,19798,22687,44908,22401,19733,44286,24139,18465,43036,20688,22348,37247,20014,16008,44558,21791,21317,49392,22427,25997,48618,18133,26129,47258,22163,25095,33983.11563907552,18,,,,
60,18057,Hamilton County,-86.021709,40.0535128,1042384149.0,1021431273.0,20952876.0,274569,237317,9426,11401,15326,1309,264,316095,266078,12280,15608,21743,1531,370,323134,270368,12928,16188,23000,1528,313,347467,275185,18106,19717,27925,5041,447,330455,274357,13662,17064,23784,1935,296,349527,283765,15660,19402,26794,2341,264,191631,169051,5525,6745,9586,850,158,217835,193200,5625,9163,8611,848,94,224775,197495,6449,9861,9809,902,69,253195,206224,11216,12475,18558,3487,268,253195,206224,11216,10390,16755,295,87,866,7362,229737,201342,6131,10603,10311,976,92,245170,212535,7521,11810,12082,1018,145,210,128108,49255,77695,134454,43755,90699,155966,57263,87404,155324,55708,92773,154729,60176,90381,149748,46684,103064,138072,61337,72325,164033,66740,92368,193871,88390,101587,193584,58714,117749,187347,77549,109798,0.0,18,,,,
61,18129,Posey County,-87.8686526,38.0276138,1086807530.0,1060302147.0,26505383.0,25910,25046,248,388,98,144,8,25589,24570,296,695,191,13,6,25560,24522,305,671,158,26,16,25222,23640,375,447,194,461,29,25480,24323,314,709,118,23,0,25226,23964,329,525,200,119,0,19772,19284,141,193,59,102,4,19810,19235,122,317,100,12,0,19780,19245,88,328,60,27,0,19448,18431,226,239,132,331,24,19448,18431,226,160,84,37,3,38,469,19742,19157,132,335,74,25,0,19610,19015,144,252,104,106,0,0,12881,5828,6804,11917,4503,7414,12592,3521,8404,12515,4857,7058,12484,5028,7202,12045,3617,8428,10640,3881,6324,12395,4441,7633,13231,3811,9206,13230,2773,9648,13200,5595,7605,162969.89260258275,18,,,,
62,18031,Decatur County,-85.499831,39.3059799,966901564.0,964946132.0,1955432.0,25740,24796,426,139,228,140,15,26552,25203,515,222,379,235,0,26562,25241,533,228,408,258,0,26472,24769,614,268,224,510,36,26587,25159,550,100,540,266,0,26432,24802,603,277,207,529,65,19180,18597,241,74,159,105,7,19800,19115,263,118,180,133,0,19855,19170,283,84,200,139,0,20317,19155,392,131,170,384,24,20317,19155,392,62,123,35,8,26,516,19866,19216,283,66,242,134,0,19900,19125,289,114,76,255,0,65,10560,3892,6449,10031,2925,7106,11178,2121,8490,10928,3022,7301,10833,3291,7231,10566,1925,8641,9006,2287,6246,10941,2593,7997,12287,2439,9575,12260,1562,7911,11783,2665,9118,0.0,18,,,,
63,18037,Dubois County,-86.8733845,38.3733441,1127509281.0,1106611837.0,20897444.0,41889,38791,2521,216,246,147,32,42418,38517,3115,503,295,236,0,42543,38378,3329,845,300,280,0,43637,38137,4146,389,375,519,34,42534,38271,3380,907,308,291,0,43584,38633,3783,1011,237,301,0,31220,29464,1410,96,164,102,15,30970,29820,907,107,85,58,0,31040,29780,993,196,59,43,0,33355,29962,2471,212,233,372,26,33355,29962,2471,138,184,44,5,60,491,31048,29750,966,264,34,44,0,31755,30210,1079,333,39,101,0,0,18650,8748,9524,18160,6518,11642,20095,5389,13365,19688,7692,11029,19494,8171,10821,18137,5319,12818,17126,5264,11204,19813,6812,12424,21757,6292,15033,21588,4586,14403,21116,8084,13032,0.0,18,,,,
64,18143,Scott County,-85.7518981,38.6794309,499215196.0,493140245.0,6074951.0,24181,23471,354,106,140,112,21,23743,22689,521,185,212,125,0,23759,22657,542,237,204,109,0,24384,22829,535,237,168,485,32,23785,22517,574,186,88,297,0,24403,22929,614,233,44,548,29,18369,17916,228,42,97,86,15,18090,17635,279,24,25,125,0,18230,17650,390,54,30,109,0,18845,17783,344,114,110,390,20,18845,17783,344,56,70,25,9,28,530,18401,17618,380,74,24,301,0,18780,17995,295,76,15,435,0,0,8914,4271,4445,8527,3992,4535,9147,2642,6074,9098,3763,5046,8944,3830,4869,8606,3076,5530,7663,3113,4241,9079,3153,5685,10166,2701,7331,9975,2297,6065,9411,2915,6496,0.0,18,,,,
