idx,geo_id,name,centroid_lon,centroid_lat,area_m2,land_m2,water_m2,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_18_ACS_Total,T_18_ACS_White,T_18_ACS_Hispanic,T_18_ACS_Black,T_18_ACS_Asian,T_18_ACS_Native,T_18_ACS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_18_CVAP_Total,V_18_CVAP_White,V_18_CVAP_Hispanic,V_18_CVAP_Black,V_18_CVAP_Asian,V_18_CVAP_Native,V_18_CVAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_RemTwoOrMore,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,outer_perimeter_m,parent_state,parent_county,parent_tract,parent_group,parent_vtd
0,18089030700,307,-87.4500178,41.6237794,5118948.0,4978681.0,140267.0,2064,142,850,1126,6,28,2,2073,183,866,1145,0,32,0,1911,181,703,1038,0,29,0,1932,94,897,978,8,39,2,1779,161,531,1096,0,31,0,1853,72,671,1106,0,30,0,1528,130,586,819,3,18,2,1595,185,635,764,0,12,0,1565,180,615,759,0,12,0,1439,82,661,706,5,28,1,1439,82,661,669,4,2,0,0,21,1385,165,439,769,0,12,0,1310,70,390,849,0,0,0,0,1010,937,68,856,807,49,773,709,49,757,697,45,750,694,47,754,701,53,608,568,35,721,666,49,742,673,68,741,646,87,727,667,60,0.0,18,18089,,,
1,18089030800,308,-87.4513593,41.640085,941893.0,941893.0,0.0,4272,218,2507,1684,11,48,4,4702,112,3294,1391,0,0,0,4788,112,3579,1189,9,0,0,3932,170,2244,1604,25,86,10,4435,175,2865,1411,18,0,0,4314,249,2534,1588,29,20,0,3094,199,1827,1122,6,34,1,2930,80,1920,930,0,0,0,3050,70,2205,780,0,0,0,2899,151,1707,1060,16,58,10,2899,151,1707,992,6,7,0,12,24,3049,134,1774,1144,0,0,0,2955,230,1730,1000,4,0,0,0,1715,1568,139,1505,1419,86,1493,1354,92,1439,1330,74,1447,1342,79,1441,1356,85,1084,1014,61,1346,1231,97,1332,1180,144,1324,1134,168,1303,1177,126,0.0,18,18089,,,
2,18089030900,309,-87.4412385,41.6360181,1945376.0,1945376.0,0.0,3570,180,1668,1780,8,20,1,3473,289,1602,1600,0,0,0,3758,269,1933,1575,0,25,0,3647,184,1623,1904,14,52,0,3661,244,2228,1209,0,26,0,3374,145,2139,1090,0,32,0,2674,165,1226,1299,7,15,1,2470,265,955,1255,0,0,0,2395,270,950,1175,0,0,0,2637,153,1167,1335,12,44,0,2637,153,1167,1274,9,3,0,1,30,2453,245,1299,927,0,0,0,2455,145,1520,790,0,0,0,0,1662,1534,120,1540,1450,90,1433,1309,88,1359,1245,76,1362,1275,69,1370,1301,69,1068,1008,51,1260,1167,81,1222,1096,112,1199,1039,143,1176,1072,104,0.0,18,18089,,,
3,18003003100,31,-85.1321766,41.0409018,1647995.0,1647995.0,0.0,2645,999,534,1086,43,41,2,3106,1059,839,1146,104,0,0,2849,1105,574,1087,123,0,0,3076,776,938,991,346,73,2,3153,1524,597,847,210,7,0,2926,1312,561,993,50,84,0,1761,803,302,627,23,25,2,1680,855,160,665,4,0,0,1785,920,205,629,30,0,0,2038,640,551,623,200,61,1,2038,640,551,567,186,4,0,17,73,2058,1307,168,543,44,0,0,1920,1150,225,520,20,4,0,0,947,730,201,817,610,207,700,489,174,693,489,164,688,505,167,688,468,220,568,416,130,673,491,163,727,534,174,716,446,209,702,522,180,0.0,18,18003,,,
4,18089042401,424.01,-87.3694392,41.5142475,7366550.0,7312127.0,54423.0,6444,1785,782,3879,77,46,6,6250,1589,825,3921,145,0,0,6292,1473,840,3993,129,79,0,6334,1309,945,4107,84,123,3,6640,1867,989,3712,107,81,0,6209,1532,971,3723,0,310,0,4622,1547,506,2542,51,30,2,4610,1390,520,2680,20,0,0,4360,1210,465,2680,0,60,0,4790,1142,627,2968,58,94,1,4790,1142,627,2823,45,1,0,14,138,4781,1617,657,2521,0,67,0,4535,1410,565,2505,0,165,0,0,2938,2440,482,2776,2366,410,2651,2090,452,2596,2115,395,2616,2179,383,2561,2160,401,2163,1832,299,2558,2108,407,2725,2222,476,2710,2133,514,2674,2211,463,0.0,18,18089,,,
5,18089042403,424.03,-87.331379,41.511253,5823411.0,5823411.0,0.0,4189,978,411,2801,39,38,0,3933,928,524,2500,9,113,20,3898,836,462,2487,38,103,25,4399,711,535,3109,52,107,2,3976,796,385,2678,42,93,22,4267,680,487,3216,57,90,30,3135,868,257,1986,33,25,0,3060,845,335,1810,0,75,0,3055,790,365,1800,30,70,0,3255,611,344,2252,25,68,2,3255,611,344,2167,19,10,0,10,94,3178,760,336,1977,40,55,0,3275,650,370,2170,35,54,0,20,2098,1789,294,1910,1690,220,1854,1572,237,1806,1566,198,1814,1607,184,1802,1593,209,1501,1309,173,1765,1511,232,1840,1519,307,1825,1460,326,1803,1499,304,0.0,18,18089,,,
6,18089042501,425.01,-87.3788551,41.4787791,3695929.0,3695929.0,0.0,6217,3024,1046,2073,151,47,7,6427,2490,1375,2861,29,17,20,6482,2535,1723,2496,31,14,47,6332,2190,1248,2778,131,196,12,6437,2693,1834,2134,31,8,46,6595,2404,2232,2286,34,0,53,4321,2432,627,1176,92,27,4,4180,2075,565,1490,10,15,0,4170,2060,725,1335,10,15,0,4628,1870,794,1811,94,133,10,4628,1870,794,1698,67,10,0,15,174,3937,1953,801,1143,9,10,0,4205,1765,1140,1265,0,0,0,35,2366,1607,739,2322,1618,704,2339,1472,745,2292,1524,665,2295,1594,643,2258,1592,666,1845,1342,474,2290,1553,683,2541,1702,799,2525,1566,847,2472,1688,784,0.0,18,18089,,,
7,18089042503,425.03,-87.3441596,41.4784486,5636114.0,5636114.0,0.0,3132,1473,399,1220,59,24,0,3065,1316,318,1419,0,21,0,3013,1341,305,1331,0,26,0,3296,1101,503,1655,53,69,4,3206,1133,343,1634,0,24,0,3187,1068,428,1614,0,8,0,2495,1324,283,852,40,16,0,2395,1110,210,1050,0,20,0,2360,1080,205,1050,0,25,0,2676,1014,351,1257,41,53,4,2676,1014,351,1190,32,0,4,16,69,2588,1052,244,1264,0,24,0,2610,1050,320,1235,0,10,0,0,1411,1037,364,1407,1097,310,1442,1088,300,1414,1090,282,1414,1135,254,1396,1112,284,1300,1052,225,1449,1120,303,1580,1191,371,1570,1113,405,1542,1169,373,0.0,18,18089,,,
8,18003003304,33.04,-85.135346,41.1204408,4721412.0,4721412.0,0.0,4295,2796,526,611,355,44,13,3890,2345,367,614,534,44,0,4154,2458,454,752,442,63,0,4143,2265,503,803,526,124,9,4145,2459,280,810,542,69,0,4150,2370,303,717,714,46,0,3258,2297,326,393,227,32,8,2635,1850,110,405,220,45,0,2680,1800,200,500,115,65,0,3155,1899,320,517,358,100,7,3155,1899,320,442,331,17,0,10,136,2738,1851,133,563,118,70,0,2720,1955,150,425,155,38,0,0,1183,658,506,1064,536,528,1192,548,550,1181,584,508,1165,593,527,1147,533,614,860,438,384,1135,568,517,1229,640,561,1221,491,596,1206,619,587,0.0,18,18003,,,
9,18003003500,35,-85.0983403,41.0965666,2599483.0,2599483.0,0.0,4216,2858,149,833,370,29,10,4061,2605,82,961,395,40,0,4248,2724,68,1065,399,19,0,4229,2338,217,1115,510,58,4,4433,2745,113,1149,403,18,0,4376,2249,40,1245,718,62,7,3136,2369,76,443,236,20,8,2950,2145,55,648,70,35,0,3140,2285,45,704,85,20,0,3238,2000,134,702,356,47,4,3238,2000,134,634,341,6,3,10,110,3305,2479,79,640,87,3,0,3225,2225,25,675,255,39,4,15,1344,715,614,1386,706,680,1349,640,598,1344,692,560,1325,685,585,1293,590,703,1117,604,456,1327,699,565,1441,818,584,1412,620,679,1387,767,620,0.0,18,18003,,,
10,18003003700,37,-85.1775739,41.0376661,4027116.0,4011926.0,15190.0,2779,2285,163,277,32,36,4,2661,2005,293,332,22,22,0,2770,2036,334,356,16,38,0,2727,1986,216,444,34,63,3,2607,2016,321,239,0,31,0,2691,2118,413,132,0,11,0,2093,1827,92,134,20,21,2,2045,1665,155,210,10,10,0,2095,1665,175,220,4,30,0,2085,1616,152,251,19,55,3,2085,1616,152,212,14,10,0,14,67,2174,1785,196,167,0,21,0,2110,1765,250,85,0,10,0,0,1067,542,511,1014,479,535,1004,360,575,1002,414,495,1000,439,509,979,361,618,819,372,408,1013,439,528,1131,504,593,1118,389,608,1114,526,588,0.0,18,18003,,,
11,18003002500,25,-85.1522354,41.0526607,1194241.0,1194241.0,0.0,3152,2276,363,474,42,58,3,3487,2686,269,533,66,143,7,3317,2676,101,490,9,41,9,3231,2118,458,494,64,122,8,3195,2313,267,580,3,32,7,3421,2261,592,555,98,19,0,2226,1700,217,271,26,37,2,2375,1895,115,310,0,25,0,2265,1920,44,295,0,15,0,2328,1677,270,270,32,90,4,2328,1677,270,212,22,13,4,12,118,2168,1775,127,242,0,9,0,2340,1765,239,284,40,4,0,0,1227,698,514,1072,589,483,1140,591,417,1134,636,406,1129,660,417,1101,588,513,980,613,313,1136,669,407,1242,756,434,1253,606,516,1227,751,476,0.0,18,18003,,,
12,18003003800,38,-85.17673,41.0162622,3691313.0,3691313.0,0.0,3132,2527,209,374,22,35,1,2897,2175,173,534,0,42,26,3236,2268,173,712,0,40,29,3130,2315,222,476,43,80,10,3345,2085,483,681,0,86,43,3039,1839,448,671,0,72,22,2409,2053,117,210,20,26,1,2475,1985,130,325,0,45,10,2540,2020,120,360,0,40,10,2549,1990,145,320,32,60,9,2549,1990,145,277,16,15,6,0,100,2614,1875,351,284,0,80,16,2350,1680,290,305,0,35,4,30,1074,535,525,1002,434,568,950,316,561,927,367,455,920,377,494,911,319,592,760,316,405,964,389,528,1136,477,628,1130,370,595,1111,493,618,0.0,18,18003,,,
13,18003002600,26,-85.1424382,41.0538225,1127340.0,1127340.0,0.0,3347,1623,671,890,162,59,13,3930,1632,949,859,477,7,8,3954,1584,1096,887,369,0,11,3474,1554,806,835,253,110,7,3677,1546,1140,700,268,0,10,3566,1557,1085,661,263,24,0,2209,1244,372,480,102,39,6,2160,1285,345,479,45,4,0,2170,1305,375,459,30,0,0,2372,1244,497,441,147,63,7,2372,1244,497,378,133,0,0,11,109,2059,1294,388,352,20,0,0,2090,1345,380,320,35,8,0,0,1116,783,324,774,517,257,1016,617,310,1005,615,309,1002,649,309,980,583,397,832,556,223,1004,650,307,1120,749,338,1114,592,412,1089,720,369,0.0,18,18003,,,
14,18003002900,29,-85.1012558,41.057167,1607743.0,1607743.0,0.0,2368,418,459,1494,13,12,8,2536,540,562,1423,24,39,6,2488,604,558,1306,20,53,0,2561,358,736,1361,93,56,0,2529,466,539,1492,23,47,0,2245,364,506,1237,182,13,0,1572,324,261,980,10,7,5,1470,410,190,810,20,35,4,1500,440,200,785,20,45,0,1652,256,441,886,65,35,0,1652,256,441,815,60,1,0,3,76,1562,347,171,977,26,34,0,1515,265,205,979,65,10,0,0,779,716,54,715,678,37,626,561,49,622,557,48,616,559,49,625,546,79,512,467,34,610,553,48,669,590,66,659,524,104,656,580,76,0.0,18,18003,,,
15,18175967400,9674,-86.2258824,38.5385598,343465683.0,341870225.0,1595458.0,4698,4609,54,12,7,15,1,4290,4136,76,0,37,29,0,4188,4059,63,0,38,28,0,4595,4336,78,48,18,100,2,4258,4116,83,0,59,0,0,4361,4140,58,40,19,10,0,3520,3464,27,7,3,14,1,3339,3209,69,0,35,30,0,3254,3149,39,0,40,30,0,3529,3354,49,24,6,71,2,3529,3354,49,11,1,10,0,14,90,3479,3379,38,0,60,0,0,3375,3295,35,15,20,10,0,4,1979,783,1141,1805,649,1156,1921,435,1388,1921,620,1234,1898,609,1238,1844,457,1387,1595,459,1069,1905,500,1351,2102,436,1624,2103,379,1391,2052,452,1600,0.0,18,18175,,,
16,18003002100,21,-85.1563431,41.0650833,1194909.0,1194909.0,0.0,2344,1467,437,380,31,58,1,2180,1281,456,421,70,5,0,2369,1279,700,333,59,59,0,2192,1143,577,410,26,94,2,2386,1544,418,380,27,43,0,2241,1391,467,321,16,274,0,1647,1132,267,207,17,38,0,1410,1010,175,165,54,0,0,1550,1015,310,135,44,35,0,1595,948,342,230,23,58,2,1595,948,342,203,11,18,0,9,64,1592,1192,187,153,24,31,0,1630,1155,270,85,10,54,0,65,493,339,146,419,263,156,436,216,176,437,229,163,430,241,159,422,230,192,331,202,102,427,240,158,464,266,187,456,227,182,446,277,169,0.0,18,18003,,,
17,18167010201,102.01,-87.3557053,39.5802462,44098214.0,43637067.0,461147.0,4734,4464,71,125,52,17,6,4726,4592,41,44,42,0,26,4969,4748,102,81,17,13,0,4707,4367,65,136,47,71,0,5206,4993,117,60,12,9,0,5084,4876,74,107,0,14,0,3566,3404,43,71,26,14,4,3690,3580,20,40,15,0,0,3865,3720,55,60,15,15,0,3658,3424,42,86,32,54,0,3658,3424,42,73,22,4,0,3,90,4225,4095,64,43,16,8,0,4225,4115,30,69,0,14,0,0,2232,1192,1009,2085,924,1161,2248,705,1435,2253,1090,1024,2255,1147,1053,2154,864,1290,1834,729,998,2215,886,1257,2465,812,1600,2448,612,1586,2255,827,1428,0.0,18,18167,,,
18,18167010202,102.02,-87.3834674,39.530226,30508875.0,30085776.0,423099.0,3283,3141,48,68,15,22,2,3162,3053,0,51,0,58,0,2999,2867,0,78,0,47,0,3240,3018,47,83,20,44,0,2918,2764,0,57,0,36,0,3187,2901,28,151,0,30,0,2496,2421,22,40,9,15,0,2335,2230,0,45,0,60,0,2360,2240,0,65,0,49,0,2517,2362,27,55,14,31,0,2517,2362,27,39,12,4,0,15,58,2399,2312,0,43,0,39,0,2485,2335,4,115,0,28,0,0,1429,810,600,1258,640,618,1335,483,785,1314,702,538,1308,732,544,1253,575,678,1067,475,523,1287,571,672,1412,502,880,1408,401,886,1295,519,776,0.0,18,18167,,,
19,18159020200,202,-86.1268885,40.3623733,193174124.0,193174124.0,0.0,3611,3475,80,14,26,16,2,3325,3210,65,4,55,5,0,3327,3214,66,4,50,7,0,3393,3175,74,32,27,59,4,3505,3403,55,2,57,9,0,3434,3272,68,11,78,43,0,2800,2722,42,4,18,14,2,2690,2645,4,4,29,4,0,2580,2540,4,4,29,4,0,2676,2530,40,19,8,55,3,2676,2530,40,12,3,1,0,15,75,2680,2632,10,5,15,2,0,2680,2575,25,14,23,44,0,0,1930,697,1190,1814,562,1252,1886,352,1442,1884,499,1261,1876,593,1235,1821,378,1443,1532,373,1096,1845,439,1354,2002,392,1565,1988,273,1291,1930,426,1504,0.0,18,18159,,,
20,18159020100,201,-85.9209134,40.3169878,205594706.0,205533633.0,61073.0,2817,2690,90,20,6,11,2,2681,2502,169,6,0,4,0,2583,2378,195,5,0,5,0,2546,2365,116,18,16,36,1,2539,2410,94,24,0,35,0,2602,2417,140,9,20,14,7,2149,2078,53,6,4,6,2,2145,1990,150,0,0,4,0,2030,1885,140,0,0,4,0,1985,1867,74,3,11,34,1,1985,1867,74,1,6,3,0,0,34,1974,1901,61,0,0,11,0,2000,1855,115,0,20,4,0,4,1315,518,756,1164,371,793,1227,231,939,1222,350,796,1215,387,778,1182,243,939,938,250,646,1188,291,863,1298,246,1034,1299,174,840,1267,292,975,0.0,18,18159,,,
21,18159020300,203,-86.1273066,40.2611418,193367915.0,193360960.0,6955.0,2808,2754,23,11,12,11,0,2787,2709,2,20,45,16,0,2815,2742,2,17,40,20,0,2685,2546,42,26,23,53,1,2966,2775,84,33,59,36,0,2721,2547,80,22,65,18,0,2167,2142,10,1,6,8,0,2275,2230,4,19,10,14,0,2315,2280,4,4,15,19,0,2133,2038,31,6,20,40,1,2133,2038,31,3,8,4,0,0,49,2375,2333,5,10,8,30,0,2115,2065,25,4,15,8,0,0,1500,589,879,1396,443,953,1440,284,1092,1429,414,940,1418,455,915,1359,272,1087,1214,333,815,1414,349,1021,1530,323,1182,1524,212,975,1472,343,1129,0.0,18,18159,,,
22,18055954900,9549,-87.1055532,39.0896936,282906398.0,281927528.0,978870.0,5068,4960,47,18,21,34,1,4972,4852,78,15,17,21,0,4787,4672,66,20,18,21,0,4992,4776,65,27,39,57,7,4392,4312,52,12,11,9,0,4523,4436,46,13,0,28,0,3941,3875,34,9,12,30,1,4000,3980,19,8,0,0,0,3855,3830,19,8,0,0,0,3916,3763,35,12,29,49,5,3916,3763,35,3,25,11,0,1,78,3539,3491,16,9,0,0,0,3695,3630,14,15,0,29,0,0,2328,965,1317,2219,677,1542,2355,434,1836,2300,873,1327,2333,1226,1058,2145,542,1603,1847,511,1257,2283,680,1544,2491,495,1947,2458,346,1719,2414,582,1832,0.0,18,18055,,,
23,18055955000,9550,-87.1904818,39.1478481,47422622.0,46635034.0,787588.0,3038,2972,22,9,11,15,2,2700,2551,31,60,20,38,0,2877,2730,53,59,17,18,0,2707,2581,45,15,12,38,0,2816,2636,40,56,57,27,0,2691,2573,0,40,45,33,0,2268,2221,12,6,7,13,2,1950,1885,15,10,20,20,0,2040,1980,20,10,15,10,0,2060,1982,21,8,11,24,0,2060,1982,21,3,3,4,0,6,41,2043,1929,10,10,56,23,0,2070,1980,0,15,45,34,0,0,1110,519,536,967,373,594,1041,182,788,1031,401,563,1035,543,464,946,272,674,772,250,477,998,307,660,1137,212,882,1125,174,688,1116,330,786,0.0,18,18055,,,
24,18055955300,9553,-87.0443469,38.9680651,428367318.0,423779882.0,4587436.0,4193,4102,42,12,19,15,2,4281,4103,20,20,54,96,0,4203,3989,17,19,79,110,0,3800,3565,86,25,31,90,2,4477,4261,30,11,67,105,0,4552,4364,79,17,53,33,0,3276,3216,29,3,12,15,2,3520,3365,10,0,35,95,0,3325,3155,10,0,44,110,0,2987,2842,45,5,16,65,2,2987,2842,45,0,12,9,0,4,75,3477,3301,11,0,31,103,0,3365,3285,25,4,23,19,0,4,1907,711,1141,1754,554,1200,1871,362,1431,1842,675,1088,1869,909,928,1727,415,1312,1455,418,965,1785,520,1225,1935,391,1514,1919,298,1248,1884,451,1433,0.0,18,18055,,,
25,18055955400,9554,-86.9324003,39.0319299,30155252.0,29902055.0,253197.0,3462,3368,42,12,18,16,4,3183,3065,58,62,18,11,0,3337,3207,54,80,19,14,0,3202,3006,54,39,34,67,1,3395,3285,36,71,14,8,0,3224,3081,53,69,4,4,0,2660,2606,24,5,14,12,3,2675,2570,35,44,4,0,0,2760,2655,30,48,4,0,0,2543,2418,21,13,26,44,1,2543,2418,21,6,18,1,0,6,73,2766,2687,13,59,4,0,0,2575,2475,39,53,4,4,0,0,1580,575,979,1461,459,1002,1590,350,1156,1569,530,954,1580,712,832,1484,336,1148,1265,382,824,1510,463,1007,1583,404,1147,1596,296,1083,1561,418,1143,0.0,18,18055,,,
26,18055954800,9548,-86.9225363,39.1102517,216187215.0,214155233.0,2031982.0,3717,3636,45,6,13,26,0,3341,3296,39,2,4,3,0,3602,3547,50,2,3,3,0,3436,3249,74,10,12,75,1,3792,3611,97,2,5,13,0,3643,3432,130,2,0,12,0,2825,2772,26,1,6,18,0,2525,2495,29,4,4,0,0,2745,2720,20,4,4,0,0,2679,2541,35,5,10,69,0,2679,2541,35,3,4,13,0,0,83,2939,2876,37,0,4,12,0,2735,2670,55,4,0,14,0,0,1604,604,956,1512,480,1032,1624,321,1222,1596,553,962,1611,714,859,1499,353,1146,1316,385,845,1580,457,1082,1726,376,1323,1708,255,1161,1678,417,1261,0.0,18,18055,,,
27,18055955100,9551,-87.1749594,39.0368338,6800732.0,6800732.0,0.0,3037,2954,41,8,14,26,2,3258,3032,127,26,0,21,52,2925,2724,108,24,0,22,47,2710,2541,72,19,17,54,12,2908,2666,157,33,0,0,52,2700,2473,170,22,15,45,0,2265,2208,19,4,12,22,2,2320,2225,25,0,0,20,20,2120,2035,20,0,0,20,15,2092,1987,39,8,5,33,10,2092,1987,39,0,1,1,4,0,60,2114,2051,16,0,0,0,20,2025,1975,10,20,0,20,0,0,1248,605,598,1213,472,741,1148,272,826,1115,514,548,1144,673,449,1045,351,694,789,285,464,1069,397,644,1118,276,823,1112,201,745,1104,329,775,0.0,18,18055,,,
28,18055955200,9552,-87.1544504,39.035756,4838427.0,4821261.0,17166.0,2219,2152,20,6,9,18,1,2096,2033,63,14,0,38,0,2169,2075,94,14,0,36,0,2267,2124,55,15,4,72,3,2174,2076,88,0,10,27,0,2202,2029,113,0,22,67,0,1738,1698,13,2,4,13,0,1615,1590,25,0,0,0,0,1695,1635,60,0,0,0,0,1695,1600,33,7,3,58,3,1695,1600,33,2,1,2,0,0,57,1776,1703,60,0,14,0,0,1790,1645,80,0,24,40,0,0,1094,503,557,846,322,524,984,227,718,974,430,501,977,558,408,911,284,627,739,251,460,945,339,589,1029,279,730,1026,195,683,1007,310,697,0.0,18,18055,,,
29,18069961600,9616,-85.4785369,40.89977,19208399.0,18941048.0,267351.0,3723,3551,84,46,17,38,0,3908,3661,53,55,139,0,0,3954,3800,45,56,44,0,9,3853,3493,133,71,42,108,2,3666,3416,38,45,43,0,19,3469,3216,33,19,19,53,24,2840,2731,56,19,10,27,0,2928,2823,34,24,45,0,0,2998,2898,19,24,45,0,10,3006,2760,87,47,26,86,2,3006,2760,87,35,16,12,1,0,95,2759,2658,25,20,46,0,18,2780,2660,25,20,20,35,25,0,1381,539,812,1133,377,756,1340,332,914,1292,398,762,1279,423,785,1254,302,952,1023,307,649,1304,372,873,1532,398,1092,1520,270,993,1454,393,1061,0.0,18,18069,,,
30,18069961500,9615,-85.5026853,40.8918617,3553432.0,3524662.0,28770.0,4865,4605,123,59,52,33,7,4886,4628,107,111,31,33,0,4782,4447,112,152,57,44,0,4583,4193,148,83,43,97,2,4740,4373,80,196,79,37,0,4506,4140,49,172,121,53,0,3712,3561,77,32,31,24,1,3827,3637,65,75,25,25,0,3827,3572,75,94,54,35,0,3619,3338,100,57,34,72,1,3619,3338,100,42,25,15,0,11,88,3872,3591,64,131,48,30,0,3560,3380,40,69,33,29,0,10,1696,617,1043,1736,533,1203,1751,442,1166,1711,552,1022,1697,570,1058,1662,394,1268,1480,482,907,1741,520,1144,1971,576,1337,1962,361,1293,1867,517,1350,0.0,18,18069,,,
31,18069961800,9618,-85.4752172,40.857444,12909571.0,12689395.0,220176.0,3223,3091,63,19,22,43,2,2876,2774,46,7,0,32,17,3013,2864,91,0,0,40,19,3074,2796,119,40,29,76,4,2989,2853,58,0,0,40,38,3070,2823,82,0,90,41,34,2410,2332,38,8,12,23,2,2225,2125,50,4,0,25,15,2250,2130,69,0,0,30,20,2370,2198,70,14,16,57,3,2370,2198,70,10,12,27,1,3,49,2359,2256,29,0,0,42,42,2275,2145,50,0,0,39,35,0,1151,490,641,1033,373,660,1092,245,762,1047,331,592,1040,357,610,1013,234,779,849,253,539,1075,311,703,1251,337,875,1240,211,770,1199,357,842,0.0,18,18069,,,
32,18063210300,2103,-86.4695997,39.8649433,79460783.0,79426610.0,34173.0,6022,5843,73,34,48,28,6,6587,6245,87,182,29,43,0,6703,6266,88,237,48,51,0,6579,5986,157,162,122,113,6,6806,6218,62,163,212,41,0,6619,6116,59,146,88,20,0,4302,4214,41,12,23,19,2,4879,4684,25,118,12,45,0,5100,4844,30,170,9,50,0,4891,4527,109,81,64,74,5,4891,4527,109,64,45,0,0,15,131,5199,4810,24,113,212,46,0,4980,4765,60,50,90,18,0,0,2867,878,1959,2933,706,2227,3315,666,2440,3301,790,2369,3299,915,2306,3167,579,2588,2756,743,1932,3354,825,2438,3780,939,2773,3768,579,2378,3687,902,2785,0.0,18,18063,,,
33,18069961700,9617,-85.392513,40.8570923,228061018.0,223968169.0,4092849.0,4542,4422,42,25,30,22,3,4398,4227,127,3,7,36,0,4419,4237,132,5,12,35,0,4449,4196,65,36,43,85,0,4725,4546,119,7,3,53,0,4686,4580,37,13,10,22,0,3445,3378,24,11,13,18,3,3415,3305,70,8,4,39,0,3475,3350,74,8,10,39,0,3490,3318,48,17,18,69,0,3490,3318,48,8,7,15,0,6,88,3537,3413,70,5,4,55,0,3550,3475,39,4,10,19,0,0,2307,722,1545,2249,575,1674,2356,429,1781,2319,589,1574,2309,651,1576,2263,401,1862,1969,497,1414,2319,536,1719,2578,517,2017,2565,334,1732,2494,529,1965,0.0,18,18069,,,
34,18069962100,9621,-85.4851747,40.7056302,250584692.0,249293220.0,1291472.0,3346,3262,38,20,7,20,0,3203,3079,50,0,34,40,0,3135,2967,57,0,58,53,0,3467,3298,62,30,13,46,3,3132,2923,90,0,62,52,0,3118,2922,48,32,28,55,0,2593,2545,23,7,1,17,0,2530,2455,34,0,0,40,0,2515,2425,34,0,0,55,0,2742,2634,29,10,8,37,3,2742,2634,29,7,8,0,1,7,56,2570,2424,80,0,20,54,0,2535,2385,45,25,29,44,0,4,1788,573,1166,1659,453,1206,1751,353,1318,1700,472,1129,1694,484,1161,1650,329,1321,1438,358,1006,1659,396,1213,1754,381,1348,1741,256,1150,1682,387,1295,0.0,18,18069,,,
