idx,geo_id,name,centroid_lon,centroid_lat,area_m2,land_m2,water_m2,T_10_CENS_Total,T_10_CENS_White,T_10_CENS_Hispanic,T_10_CENS_Black,T_10_CENS_Asian,T_10_CENS_Native,T_10_CENS_Pacific,T_18_ACS_Total,T_18_ACS_White,T_18_ACS_Hispanic,T_18_ACS_Black,T_18_ACS_Asian,T_18_ACS_Native,T_18_ACS_Pacific,T_19_ACS_Total,T_19_ACS_White,T_19_ACS_Hispanic,T_19_ACS_Black,T_19_ACS_Asian,T_19_ACS_Native,T_19_ACS_Pacific,T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_20_ACS_Total,T_20_ACS_White,T_20_ACS_Hispanic,T_20_ACS_Black,T_20_ACS_Asian,T_20_ACS_Native,T_20_ACS_Pacific,T_22_ACS_Total,T_22_ACS_White,T_22_ACS_Hispanic,T_22_ACS_Black,T_22_ACS_Asian,T_22_ACS_Native,T_22_ACS_Pacific,V_10_VAP_Total,V_10_VAP_White,V_10_VAP_Hispanic,V_10_VAP_Black,V_10_VAP_Asian,V_10_VAP_Native,V_10_VAP_Pacific,V_18_CVAP_Total,V_18_CVAP_White,V_18_CVAP_Hispanic,V_18_CVAP_Black,V_18_CVAP_Asian,V_18_CVAP_Native,V_18_CVAP_Pacific,V_19_CVAP_Total,V_19_CVAP_White,V_19_CVAP_Hispanic,V_19_CVAP_Black,V_19_CVAP_Asian,V_19_CVAP_Native,V_19_CVAP_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_20_VAP_NH_Total,V_20_VAP_NH_White,V_20_VAP_NH_Hispanic,V_20_VAP_NH_BlackAlone,V_20_VAP_NH_AsianAlone,V_20_VAP_NH_NativeAlone,V_20_VAP_NH_PacificAlone,V_20_VAP_NH_OtherAlone,V_20_VAP_NH_TwoOrMore,V_20_CVAP_Total,V_20_CVAP_White,V_20_CVAP_Hispanic,V_20_CVAP_Black,V_20_CVAP_Asian,V_20_CVAP_Native,V_20_CVAP_Pacific,V_22_CVAP_Total,V_22_CVAP_White,V_22_CVAP_Hispanic,V_22_CVAP_Black,V_22_CVAP_Asian,V_22_CVAP_Native,V_22_CVAP_Pacific,V_22_CVAP_RemTwoOrMore,E_08_PRES_Total,E_08_PRES_Dem,E_08_PRES_Rep,E_12_PRES_Total,E_12_PRES_Dem,E_12_PRES_Rep,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_16_SEN_Total,E_16_SEN_Dem,E_16_SEN_Rep,E_16_GOV_Total,E_16_GOV_Dem,E_16_GOV_Rep,E_16_AG_Total,E_16_AG_Dem,E_16_AG_Rep,E_18_SEN_Total,E_18_SEN_Dem,E_18_SEN_Rep,E_16-20_COMP_Total,E_16-20_COMP_Dem,E_16-20_COMP_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_20_GOV_Total,E_20_GOV_Dem,E_20_GOV_Rep,E_20_AG_Total,E_20_AG_Dem,E_20_AG_Rep,outer_perimeter_m,parent_state,parent_county,parent_tract,parent_group,parent_vtd
79,18037953400,9534,-86.9267936,38.3801391,18241389.0,17918723.0,322666.0,5397,4979,344,24,29,13,0,5530,5158,360,17,0,4,0,5357,4970,342,33,0,5,0,5503,4704,571,73,70,86,1,5343,5181,131,15,0,0,0,5641,5272,144,18,58,0,0,4131,3878,209,9,17,7,0,4318,4150,154,10,0,4,0,4103,3935,144,25,0,4,0,4230,3721,362,39,46,55,1,4230,3721,362,26,40,3,0,7,71,4304,4212,76,8,0,0,0,4435,4340,50,20,25,0,0,0,2485,1175,1270,2506,937,1569,2652,811,1628,2606,1089,1364,2590,1149,1361,2368,787,1581,2327,754,1474,2586,975,1521,2727,919,1760,2711,647,1788,2665,1123,1542,0.0,18,18037,,,
80,18037953800,9538,-86.9488017,38.2936361,18125776.0,18016565.0,109211.0,5496,4421,997,55,29,22,13,6165,3981,1858,154,234,77,0,5704,3614,1764,520,164,45,0,5727,3889,1588,99,46,121,4,5473,3491,1759,572,0,55,0,5508,3520,1811,484,0,0,0,3966,3354,560,28,19,18,7,3575,2960,485,65,65,0,0,3355,2850,420,45,45,0,0,4161,3065,920,54,27,106,4,4161,3065,920,37,22,8,0,7,102,3339,2713,489,137,0,0,0,3430,2875,440,105,0,0,0,0,1828,800,989,1754,669,1085,1845,513,1208,1783,695,982,1763,737,974,1710,518,1192,1507,500,926,1808,641,1106,2031,625,1349,2013,468,1267,1973,781,1192,0.0,18,18037,,,
81,18037953600,9536,-86.7471192,38.387127,349621069.0,339481999.0,10139070.0,5141,5029,64,20,18,13,2,5399,5251,116,77,23,9,0,5311,5208,82,59,15,6,0,5096,4893,97,18,23,42,0,5220,5034,154,113,25,4,0,4951,4702,232,131,0,12,0,3792,3723,36,10,9,11,1,4015,3980,34,0,0,4,0,3827,3801,24,0,0,4,0,3917,3794,45,7,20,33,0,3917,3794,45,0,15,1,0,11,51,3684,3655,39,0,0,4,0,3495,3420,55,4,0,14,0,0,2225,1196,970,2123,858,1265,2481,599,1731,2451,972,1373,2412,1066,1292,2231,654,1577,2076,654,1330,2436,814,1560,2668,658,1955,2655,548,1627,2587,935,1652,0.0,18,18037,,,
82,18037953200,9532,-87.0117605,38.4089418,253941627.0,250747430.0,3194197.0,6382,6173,148,25,23,17,6,6163,6085,0,78,0,0,0,6614,6492,119,3,0,119,0,7036,6711,201,24,47,38,3,6879,6754,123,2,0,123,0,7128,6767,270,30,0,128,0,4531,4427,72,5,12,10,2,4728,4728,0,4,0,0,0,4937,4882,55,4,0,0,0,5323,5133,113,8,31,24,2,5323,5133,113,3,20,6,1,5,42,5231,5186,40,0,0,0,0,5350,5290,45,0,0,10,0,0,3160,1292,1807,3404,988,2416,3659,869,2583,3572,1305,2130,3553,1403,2090,3263,836,2427,3285,822,2383,3709,1160,2469,4183,1098,3029,4160,722,3066,4067,1448,2619,0.0,18,18037,,,
83,18013974902,9749.02,-86.2837411,39.1037621,346574279.0,339888070.0,6686209.0,3008,2910,32,17,15,31,2,2849,2725,55,66,0,4,0,3041,2917,66,51,0,7,0,3145,2925,73,23,10,75,1,3380,3212,30,128,0,10,0,3491,3385,69,31,0,3,0,2424,2363,23,7,7,22,1,2302,2212,20,65,0,4,0,2531,2451,25,49,0,4,0,2610,2454,47,19,9,50,0,2610,2454,47,9,9,2,0,14,75,2862,2700,28,129,0,8,0,2940,2875,35,30,0,4,0,0,1707,916,753,1592,739,853,1697,624,953,1696,700,896,1686,762,862,1636,619,1017,1526,673,771,1720,713,945,1901,766,1101,1895,615,1001,1855,781,1074,0.0,18,18013,,,
84,18013974901,9749.01,-86.1376107,39.1509424,101774632.0,101604578.0,170054.0,1812,1747,29,14,7,17,3,1831,1760,70,0,0,0,0,1839,1819,20,0,0,0,0,1750,1624,39,17,19,41,0,1423,1406,17,0,0,0,0,1599,1483,41,0,60,56,0,1401,1360,17,7,5,12,3,1378,1338,40,0,0,0,0,1374,1354,20,0,0,0,0,1411,1322,22,14,13,30,0,1411,1322,22,5,11,8,0,0,43,1149,1131,14,0,0,0,0,1315,1220,40,0,30,15,0,0,857,399,432,843,338,505,934,272,591,932,322,546,930,361,529,901,276,625,808,292,483,915,312,565,968,296,644,956,226,539,934,314,620,0.0,18,18013,,,
85,18177000600,6,-84.9269967,39.8525209,20352544.0,20170724.0,181820.0,2068,1915,32,86,8,15,7,2079,1842,102,108,10,26,0,2099,1937,32,104,8,28,0,1818,1570,65,118,7,47,0,2278,2028,22,91,101,46,0,2095,1834,44,145,48,24,0,1746,1630,19,69,8,14,6,1675,1510,49,85,0,15,0,1710,1580,19,84,0,20,0,1526,1353,45,88,5,27,0,1526,1353,45,68,2,0,0,3,55,1831,1685,19,78,0,35,0,1600,1495,8,69,0,24,0,0,733,339,378,600,266,334,607,188,402,607,225,341,604,237,330,597,194,403,438,165,255,603,208,378,698,221,468,694,177,460,691,224,467,0.0,18,18177,,,
86,18177000400,4,-84.8773887,39.8541378,16279278.0,15548103.0,731175.0,3706,3305,59,237,81,39,1,3596,3135,136,248,53,43,0,3790,3331,125,287,38,74,0,4022,3466,165,227,84,43,2,4014,3576,113,256,67,67,0,4104,3728,43,255,80,40,0,2989,2751,31,139,52,23,1,2930,2675,55,164,15,29,0,3080,2835,65,149,10,19,0,3358,2950,139,149,57,26,1,3358,2950,139,117,50,4,1,23,74,3145,2919,53,137,18,20,0,3360,3145,14,140,55,4,0,0,1804,814,962,1538,622,916,1644,571,982,1660,627,943,1660,648,918,1608,531,1077,1315,508,742,1618,600,957,1752,668,1054,1753,505,1126,1717,598,1119,0.0,18,18177,,,
87,18177010500,105,-85.0875322,39.8516278,144840132.0,143767234.0,1072898.0,2335,2245,34,21,8,23,1,2368,2298,0,52,18,0,0,2119,2035,0,55,14,15,0,2248,2086,34,29,26,54,0,2194,2093,0,56,30,15,0,2147,2032,1,88,12,34,0,1704,1657,14,13,2,8,1,1675,1675,0,4,4,0,0,1485,1465,0,4,4,15,0,1647,1533,18,14,21,42,0,1647,1533,18,6,15,10,0,4,61,1498,1468,0,0,3,14,0,1525,1490,4,14,4,14,0,10,1006,381,593,881,300,581,958,208,703,963,256,638,968,270,550,944,201,743,770,226,503,941,240,653,1033,254,754,1028,189,669,1008,251,757,0.0,18,18177,,,
88,18177010400,104,-85.1469395,39.9137447,71631157.0,71503998.0,127159.0,3482,3359,34,48,28,12,1,3336,3305,8,10,0,11,2,3314,3274,8,12,0,15,5,3207,3014,46,44,40,52,1,3301,3212,55,9,0,22,3,3218,3084,102,16,6,13,0,2616,2563,17,17,12,6,1,2580,2555,8,14,0,14,0,2520,2485,4,14,0,14,0,2452,2332,26,25,14,42,0,2452,2332,26,10,9,7,0,4,64,2452,2394,26,8,0,16,0,2410,2370,38,4,0,12,0,0,1670,697,903,1498,549,949,1579,401,1053,1583,507,896,1597,396,596,1514,376,1138,1246,398,726,1533,432,933,1639,451,1132,1639,297,1010,1608,457,1151,0.0,18,18177,,,
89,18027954700,9547,-87.1971508,38.6670908,8289608.0,8283301.0,6307.0,3822,2994,624,101,82,41,6,4323,2726,1059,443,83,28,0,4461,2662,1241,518,21,33,0,4030,2628,958,314,34,103,7,4781,2970,1132,583,41,55,0,4129,2517,1095,447,179,19,0,2714,2238,344,54,64,28,4,2530,2275,90,95,40,30,0,2600,2300,100,145,20,35,0,2852,2015,526,206,26,81,5,2852,2015,526,173,9,6,1,8,114,2994,2644,84,165,40,55,0,2405,2070,210,105,14,8,0,0,1199,507,638,998,359,639,1076,245,772,1064,383,610,1066,461,569,1017,271,746,788,234,528,1053,335,688,1221,336,858,1213,250,760,1157,374,783,0.0,18,18027,,,
90,18027954400,9544,-87.176334,38.7368982,271091252.0,268035609.0,3055643.0,2654,2534,75,20,14,17,1,2892,2801,0,91,0,0,0,2587,2522,0,55,0,10,0,2749,2584,81,32,12,25,0,2521,2451,20,36,0,14,0,2763,2607,75,50,0,76,0,1952,1883,45,10,7,12,1,2145,2065,0,75,0,0,0,1919,1875,0,34,0,10,0,1968,1887,32,10,3,20,0,1968,1887,32,8,0,2,0,13,26,1700,1664,0,39,0,14,0,1825,1775,10,14,0,29,0,0,1064,301,741,1032,218,814,1201,179,972,1182,323,811,1191,439,733,1117,183,934,961,205,726,1156,260,874,1241,212,1013,1232,142,882,1189,239,950,0.0,18,18027,,,
91,18027954300,9543,-87.0230479,38.8652479,179263498.0,178002403.0,1261095.0,3758,3672,28,20,14,22,1,4019,3908,13,22,33,43,0,4172,3979,8,49,89,47,0,3956,3798,40,29,27,48,3,4148,4008,35,36,53,16,0,4219,4070,34,65,12,51,0,2824,2778,17,3,11,12,1,2880,2830,14,0,0,45,0,3045,2940,8,14,24,45,0,2920,2809,26,14,12,40,3,2920,2809,26,10,8,11,2,5,49,3045,2952,33,20,19,16,0,3065,2965,33,29,12,29,0,0,1595,419,1133,1455,322,1133,1510,189,1248,1491,387,1038,1500,565,907,1425,204,1221,1245,225,982,1496,301,1165,1680,234,1430,1674,154,1229,1627,263,1364,0.0,18,18027,,,
92,18027954900,9549,-87.1531247,38.6578422,8274769.0,8165276.0,109493.0,4230,4011,126,35,29,26,2,4478,4205,198,0,39,26,10,4678,4429,143,15,39,37,15,4379,3798,300,173,60,53,1,4592,3859,203,31,67,3,8,4877,4031,200,219,20,22,0,3284,3153,63,21,20,20,2,3325,3135,145,0,20,25,0,3485,3305,110,15,20,40,0,3392,3038,191,96,32,41,1,3392,3038,191,71,25,5,0,2,60,3400,3206,126,28,29,4,0,3595,3390,29,150,10,19,0,0,2037,682,1327,1827,468,1359,1837,385,1376,1809,605,1134,1818,733,1050,1732,393,1339,1452,378,1017,1802,514,1243,2036,490,1503,2012,329,1389,1924,519,1405,0.0,18,18027,,,
93,18027954600,9546,-87.1399017,38.5912436,195585881.0,192840804.0,2745077.0,4445,4231,140,36,20,13,0,4007,3874,67,31,23,12,0,4031,3932,46,38,0,15,0,4731,4375,224,43,26,44,5,4106,3880,154,25,0,47,0,4474,4095,291,48,19,12,0,3336,3229,74,15,16,13,0,3091,3051,20,0,10,10,0,3137,3106,14,0,0,15,0,3625,3391,125,34,19,42,3,3625,3391,125,21,12,0,1,9,66,3338,3183,116,0,0,36,0,3490,3290,165,0,24,4,0,0,1856,535,1287,1835,377,1458,2124,318,1714,2101,602,1411,2112,777,1290,1994,362,1632,1740,334,1351,2095,472,1572,2284,356,1884,2272,259,1653,2182,443,1739,0.0,18,18027,,,
94,18177000200,2,-84.8854254,39.8320466,1984394.0,1973324.0,11070.0,4054,3051,329,611,22,86,6,3845,3161,113,493,0,84,0,3780,3012,61,577,0,83,0,3890,2931,328,506,15,143,2,3719,2651,56,797,0,125,0,3528,2339,146,923,0,55,0,3021,2373,193,393,18,66,3,3020,2490,55,395,0,79,0,2960,2445,40,400,0,59,0,3009,2352,196,346,14,114,2,3009,2352,196,255,7,22,0,8,169,3035,2328,39,549,0,93,0,2890,2120,30,674,0,22,0,30,1025,707,297,799,558,241,747,385,324,744,386,298,749,406,287,736,382,354,513,301,188,709,381,300,810,418,370,798,366,356,786,421,365,0.0,18,18177,,,
95,18177000800,8,-84.9131036,39.8197929,4387607.0,4356616.0,30991.0,4454,3825,163,326,87,34,83,4774,3784,237,566,234,12,3,4563,3620,186,562,256,7,4,4151,3216,219,425,204,65,11,4530,3619,166,566,224,22,5,4261,3547,132,338,218,24,2,3668,3195,106,236,81,30,80,3680,3070,150,350,94,0,0,3565,2970,135,355,94,0,0,3435,2702,156,320,189,56,6,3435,2702,156,254,158,1,0,15,149,3382,2830,109,366,44,0,0,3150,2815,45,199,75,4,0,10,1638,1007,596,1343,736,607,1316,646,619,1333,691,570,1323,707,548,1294,619,675,997,550,396,1280,655,582,1376,675,677,1370,588,680,1348,670,678,0.0,18,18177,,,
96,18177001000,10,-84.8855014,39.8239252,2371992.0,2361053.0,10939.0,4834,3720,268,752,47,85,3,3902,2780,416,570,69,61,16,3859,2829,375,546,59,43,17,4651,3372,436,608,57,161,8,4002,3161,344,504,49,5,0,4067,3350,284,463,26,86,0,3664,2942,161,489,36,64,2,2675,2090,224,259,25,60,0,2710,2150,219,260,15,39,0,3407,2621,241,360,43,116,6,3407,2621,241,284,34,23,5,24,175,3026,2526,251,224,9,2,0,3170,2640,230,250,0,85,0,0,1707,1028,649,1421,869,552,1396,758,569,1420,772,546,1379,755,536,1344,677,667,1049,621,378,1378,768,553,1545,862,639,1531,736,661,1509,853,656,0.0,18,18177,,,
97,18177010700,107,-85.0006543,39.7649311,267390189.0,265330266.0,2059923.0,3873,3768,30,35,19,17,2,4106,3975,17,39,29,50,0,3951,3837,17,30,20,50,0,3758,3555,25,52,20,65,5,3970,3641,11,239,43,36,0,3831,3551,3,247,5,3,0,3044,2980,14,18,13,12,2,3175,3080,15,14,30,30,0,3090,3020,15,10,20,35,0,2962,2823,16,26,9,53,5,2962,2823,16,13,6,5,4,6,89,2928,2814,12,49,41,27,0,2960,2915,0,40,4,0,0,0,1936,739,1148,1770,586,1184,1834,414,1335,1836,498,1229,1837,528,1147,1794,424,1370,1457,398,999,1813,462,1284,2019,490,1490,2012,371,1387,1976,474,1502,9754.43106845804,18,18177,,,
98,18177010100,101,-84.911805,39.8920204,73546107.0,73134871.0,411236.0,2764,2657,36,56,7,18,0,2703,2594,49,60,0,49,0,2642,2544,57,41,0,57,0,2685,2528,39,54,10,48,4,2817,2729,30,53,0,35,0,2874,2714,28,79,47,53,0,2192,2126,19,35,4,13,0,2215,2170,0,45,0,0,0,2135,2110,0,25,0,0,0,2138,2027,30,30,4,43,4,2138,2027,30,22,0,0,0,1,58,2375,2328,0,40,0,4,0,2485,2345,30,80,0,4,0,20,1273,486,762,1126,367,759,1158,272,841,1157,318,775,1167,333,733,1134,260,874,877,246,577,1163,308,811,1308,321,967,1312,263,910,1288,328,960,5790.52530920019,18,18177,,,
99,18177000900,9,-84.8944964,39.8038267,10275059.0,10221184.0,53875.0,6022,4794,193,945,49,69,2,5484,4347,372,754,17,6,0,5601,4368,409,800,21,28,0,5359,3967,279,891,36,155,3,5170,3957,468,591,47,74,0,5232,4098,278,660,67,125,0,4580,3789,99,620,36,50,1,4160,3390,65,684,15,4,0,4200,3390,80,689,20,24,0,4166,3220,167,607,33,111,2,4166,3220,167,519,23,8,0,33,196,3755,3077,65,536,18,72,0,3665,3090,30,410,24,113,0,20,2091,1248,799,1853,1012,841,1752,771,912,1745,820,821,1741,814,825,1705,741,964,1268,612,594,1676,772,845,1797,818,944,1799,717,904,1770,824,946,0.0,18,18177,,,
100,18177000500,5,-84.8939135,39.8400043,3491396.0,3418562.0,72834.0,4408,3514,234,595,21,70,7,3873,2895,361,630,0,56,0,3930,2842,505,603,0,228,0,3963,2908,290,626,33,107,1,3893,2726,468,706,0,249,0,4760,3162,567,962,18,585,0,3208,2655,133,378,14,50,2,2830,2200,215,390,0,45,0,2810,2180,205,390,0,54,0,2869,2219,152,397,14,81,1,2869,2219,152,333,7,14,0,16,128,2745,2109,198,391,0,51,0,2970,2295,50,385,20,105,0,140,1231,774,434,900,564,336,982,482,455,984,511,408,985,531,395,965,482,483,660,342,277,953,479,438,1074,493,560,1073,420,542,1058,500,558,0.0,18,18177,,,
101,18177010300,103,-85.0705774,39.9612244,193716942.0,193236653.0,480289.0,3525,3471,15,20,7,17,0,3396,3286,34,49,26,14,0,3439,3304,62,51,20,15,0,3559,3410,34,23,12,54,2,2954,2839,48,45,14,17,0,3159,2991,42,21,0,7,41,2545,2514,11,4,5,14,0,2615,2565,19,4,29,4,0,2585,2515,49,4,18,4,0,2547,2452,19,15,11,38,1,2547,2452,19,7,7,2,0,1,59,2220,2164,35,4,14,6,0,2315,2235,34,4,0,8,0,40,1488,542,889,1332,400,932,1420,288,1058,1423,348,954,1430,331,764,1376,270,1106,1116,287,762,1356,307,959,1469,317,1125,1472,235,979,1446,323,1123,0.0,18,18177,,,
102,18177010600,106,-85.1735015,39.7987633,49589137.0,48707596.0,881541.0,4733,4612,46,24,15,31,3,4197,4085,12,45,19,36,0,4245,4141,21,43,19,22,0,4349,4092,69,56,25,92,1,4253,4158,30,38,9,22,0,4140,4066,20,25,11,24,0,3622,3556,26,15,6,24,2,3330,3285,8,4,8,29,0,3320,3290,8,4,8,18,0,3431,3274,46,21,18,67,1,3431,3274,46,9,8,4,0,0,90,3419,3384,19,4,0,6,0,3285,3255,4,0,4,16,0,4,1911,855,987,1767,696,1071,1901,410,1381,1902,564,1194,1908,570,1009,1840,433,1407,1455,431,926,1836,486,1246,1998,480,1475,1992,354,1287,1960,488,1472,0.0,18,18177,,,
103,18177010800,108,-84.9959006,39.8111844,14679439.0,14657160.0,22279.0,2973,2859,48,33,17,11,0,2788,2625,13,83,10,6,51,2795,2624,32,68,0,21,50,3101,2829,81,76,24,79,5,2856,2600,162,50,0,11,33,3127,2846,222,47,0,12,0,2175,2123,20,13,10,8,0,2050,1990,14,29,0,4,0,2105,2050,19,25,0,4,0,2317,2167,34,37,19,48,1,2317,2167,34,20,12,6,0,8,70,2123,1989,114,16,0,0,0,2270,2140,115,14,0,0,0,0,1423,559,833,1109,384,725,1148,261,832,1149,310,754,1151,359,695,1123,256,867,863,259,561,1181,320,811,1400,372,1001,1402,285,936,1385,374,1011,0.0,18,18177,,,
104,18057110512,1105.12,-86.0575558,40.0918882,7098625.0,5789080.0,1309545.0,4509,4255,67,85,74,27,0,4414,4127,48,154,0,91,4,4454,4111,71,160,12,104,6,4863,4439,100,148,73,68,9,4513,4193,75,109,13,106,4,4750,4541,89,50,15,15,0,3223,3068,43,52,44,17,0,3269,3129,9,66,0,67,0,3336,3141,35,67,10,76,0,3692,3418,61,94,44,47,5,3692,3418,61,67,28,0,0,16,102,3433,3228,49,62,14,68,0,3660,3570,50,15,10,14,0,0,2434,751,1667,2397,585,1812,2506,707,1667,2481,726,1644,2477,799,1616,2416,579,1837,2143,750,1308,2546,806,1665,2871,968,1850,2865,636,1942,2777,876,1901,0.0,18,18057,,,
105,18027954800,9548,-87.1717845,38.657352,2510563.0,2507723.0,2840.0,3509,3109,287,69,24,13,8,3344,2961,197,168,0,0,0,3150,2793,174,171,0,0,0,3406,2531,467,274,54,70,9,3445,3053,229,136,23,4,0,3144,2714,176,131,107,16,0,2663,2433,162,36,15,13,2,2504,2299,80,125,0,0,0,2389,2184,70,140,0,0,0,2569,2008,291,183,38,49,4,2569,2008,291,153,17,7,0,7,86,2484,2229,93,134,13,7,0,2415,2205,30,99,65,18,0,0,1213,512,678,1131,368,763,1141,275,807,1115,420,641,1122,503,595,1089,281,808,865,248,575,1066,336,699,1108,275,800,1103,203,734,1061,312,749,0.0,18,18027,,,
106,18177000700,7,-84.9438797,39.8161162,14741435.0,14714665.0,26770.0,6076,5660,100,227,58,40,4,6095,5603,79,406,55,15,0,6029,5736,94,143,109,19,0,5962,5307,114,326,93,86,2,5948,5493,86,210,176,100,0,5765,5384,85,167,152,72,0,4728,4484,57,128,42,28,3,4865,4610,19,189,45,0,0,4780,4645,24,74,45,0,0,4700,4311,57,176,61,71,2,4700,4311,57,127,45,5,0,20,135,4648,4419,16,136,78,75,0,4530,4375,20,109,25,74,0,0,2949,1349,1558,2660,1056,1604,2698,853,1713,2707,944,1605,2709,1011,1521,2634,806,1828,2100,801,1205,2654,925,1622,2874,983,1827,2871,754,1816,2819,968,1851,0.0,18,18177,,,
107,18177010200,102,-84.8776233,39.9604441,134396237.0,134230492.0,165745.0,3353,3246,9,45,23,15,12,3178,3119,0,41,6,12,0,3240,3169,6,47,5,17,0,3272,3123,22,59,10,42,2,3566,3513,6,30,6,15,0,3420,3380,10,21,4,4,0,2473,2410,4,30,12,13,6,2330,2280,0,34,0,10,0,2410,2355,0,39,4,14,0,2419,2318,8,27,8,39,1,2419,2318,8,19,4,0,0,6,64,2654,2603,0,32,4,14,0,2565,2555,4,0,4,8,0,0,1522,546,946,1326,416,910,1377,285,1039,1372,357,944,1381,376,885,1337,282,1055,1072,272,753,1378,325,1002,1532,333,1163,1529,253,1086,1506,332,1174,11453.178235521264,18,18177,,,
108,18085962102,9621.02,-85.8165806,41.2125855,6664949.0,6402550.0,262399.0,4730,4223,333,87,65,22,1,4742,4039,414,100,55,36,0,4634,4089,281,117,54,34,0,4907,4163,447,124,79,93,7,4688,4138,282,87,86,25,0,4749,3753,699,73,116,38,0,3602,3292,200,47,47,16,1,3645,3455,130,39,4,19,0,3775,3510,185,49,4,29,0,3930,3415,301,88,58,70,1,3930,3415,301,63,42,11,0,6,92,3629,3354,175,64,11,14,0,3735,3090,500,49,70,31,0,0,2063,471,1569,2005,325,1680,2140,395,1500,2131,426,1580,2113,446,1574,2052,312,1740,1780,414,1280,2092,460,1534,2272,595,1586,2282,384,1611,2195,501,1694,0.0,18,18085,,,
109,18085962101,9621.01,-85.8018063,41.2421496,10350475.0,10176540.0,173935.0,2850,2456,185,51,138,22,4,2823,2468,129,64,162,0,0,3061,2323,287,94,216,334,0,3619,2814,362,97,261,71,2,3022,2262,269,73,290,242,0,3007,2136,367,129,316,253,0,2115,1867,109,27,95,15,4,2000,1795,50,45,110,0,0,1955,1620,85,80,115,55,0,2657,2143,214,58,180,44,2,2657,2143,214,49,172,5,0,11,63,2097,1779,137,62,83,42,0,2075,1745,145,60,100,20,0,0,1268,375,876,1087,237,850,1239,260,887,1219,309,842,1224,342,839,1189,230,959,955,253,665,1269,329,894,1526,434,1053,1520,287,974,1476,389,1087,0.0,18,18085,,,
110,18085961002,9610.02,-85.6927211,41.3717491,25355659.0,12273694.0,13081965.0,2216,2072,102,17,18,10,0,1610,1473,115,0,10,12,0,1691,1575,97,7,14,0,0,2452,2167,172,30,39,32,0,2113,1925,151,15,10,12,0,2451,2231,200,9,0,11,0,1711,1627,59,4,14,7,0,1355,1230,105,0,10,10,0,1410,1295,95,4,15,0,0,1978,1792,109,18,21,25,0,1978,1792,109,6,15,1,0,0,55,1793,1608,155,15,10,10,0,2090,1875,200,10,0,10,0,0,963,339,608,870,253,617,891,215,636,899,269,575,888,276,581,872,185,687,754,222,507,925,253,646,1107,288,798,1104,209,748,1077,286,791,0.0,18,18085,,,
111,18085961001,9610.01,-85.7559505,41.3997697,29542959.0,29383782.0,159177.0,2314,2169,100,33,10,9,1,2578,2389,175,14,0,0,0,2611,2423,173,15,0,0,0,2348,2148,104,32,22,33,3,2479,2345,114,7,10,4,0,2365,2240,62,0,57,3,0,1751,1669,57,12,7,7,0,1940,1840,95,0,0,0,0,1950,1855,95,0,0,0,0,1814,1677,59,23,19,24,2,1814,1677,59,9,9,1,2,5,52,1877,1798,66,0,4,6,0,1965,1875,59,0,29,8,0,0,946,314,616,940,253,687,1005,226,731,986,277,648,989,295,652,962,192,770,839,240,573,1012,264,717,1149,279,847,1148,206,762,1103,273,830,0.0,18,18085,,,
112,18011810606,8106.06,-86.3052734,39.9554326,24572242.0,24489121.0,83121.0,7200,6640,157,105,272,24,7,6525,5885,70,109,365,107,0,7478,6844,0,183,333,118,0,8339,7331,241,136,443,115,12,7507,6765,0,108,488,146,0,8680,7569,281,256,619,26,0,4582,4280,80,62,142,15,4,4175,3840,55,55,200,24,0,4715,4360,0,105,185,65,0,5634,5011,144,87,258,79,6,5634,5011,144,64,219,1,2,23,170,4845,4520,0,57,207,57,0,5945,5270,140,160,315,29,0,25,3595,1249,2317,4153,1251,2902,4646,1764,2456,4678,1637,2897,4666,1801,2767,4487,1309,3178,3977,1810,2068,4703,1935,2628,5198,2517,2561,5233,1475,3445,5107,2105,3002,0.0,18,18011,,,
113,18011810607,8106.07,-86.3363695,39.9470247,15366338.0,15364133.0,2205.0,4378,3720,156,158,316,27,1,7683,6324,398,242,719,18,0,8109,6202,566,359,982,0,0,9651,7206,487,547,1200,134,11,8621,6449,486,414,1272,0,0,9441,7108,204,697,1250,39,0,2778,2399,82,90,199,10,0,4655,4210,130,125,190,0,0,4790,4180,155,185,270,0,0,6388,4856,282,349,762,81,8,6388,4856,282,292,709,4,1,30,214,4983,4311,163,246,276,0,0,5895,4920,45,405,480,40,0,0,1932,771,1136,1968,714,1254,3670,1456,1827,3644,1389,2057,3636,1502,2005,3515,1201,2314,3196,1603,1474,3971,1774,2045,4921,2498,2300,4932,1650,2900,4781,2178,2603,0.0,18,18011,,,
